COD_RH;                 AUTOR;                 NOMBRE_SOFT;                 NOMBRE_COMERCIAL;                FECHA;                LUGAR;                PLATAFORMA;                 AMBIENTE;                 REGISTRO 
350044;Francisco Santamaría Piedrahita;PLANEACIÓN DE SISTEMAS DE GESTIÓN ENERGTICA EN ILUMINACIÓN PLANEF50001;PLANEACIÓN DE SISTEMAS DE GESTIÓN ENERGTICA EN ILUMINACIÓN PLANEF50001;2015;Colombia;JAVA runtime y MySQL;JAVA;NA
873438;Carlos Arturo Suárez Fajardo;Software Estacion terrena producto S4U;Software Estacion Terrena S4U;2014;Colombia;Windos 98XPVista78, Linux source code disponible;Python;24062012
873438;Carlos Arturo Suárez Fajardo;Compilador de comandos para producto S4U;Compilador de comandos para producto S4U;2014;Colombia;Windos 98XPVista78, Linux source code disponible;python;24062012
873438;Carlos Arturo Suárez Fajardo;Software estación terrena cubesat;Estacion Terrena Cubesat;2014;Colombia;Windos 98XPVista78, Linux source code disponible;python;24062012
873438;Carlos Arturo Suárez Fajardo;OPTGRATUD;SOFTWARE PARA EL ANLISIS Y DISEO DE FILTROS ÓPTICOS PASIVOS FBG A PARTIR DEL MTODO DE MATRICES DE TRANSFERENCIA INCLUYENDO FUNCIONES DE APODIZACIÓN;2015;Colombia;Matlab;Matlab;
873438;Carlos Arturo Suárez Fajardo;OPTMODESUD;OPTMODESUD;2015;Colombia;Matlab;;
873438;Carlos Arturo Suárez Fajardo;ACSINTESIS;;2003;España;Matlab;Windows;20012364 TIC20012364C0302
1120719;Giovanny Mauricio TARAZONA BERMUDEZ;GRAPHICOMMERCEWEB;GRAPHICOMMERCEWEB;2013;Colombia;Eclipse, Java;Windows;1201347995
222992;Julian Alfonso Tristancho Ortiz;Pérdidas por riesgo sísmico para la ciudad de Manizales SISMan;;2005;Colombia;IBMPC;Windows;
222992;Julian Alfonso Tristancho Ortiz;Sistema automático de evaluación de daños postterremoto en Manizales SISManLISA;;2006;Colombia;IBMPC;Windows;
222992;Julian Alfonso Tristancho Ortiz;Sistema de información sísmica para la ciudad de manizales SISMan;;2004;Colombia;IBMPC;Windows;
222992;Julian Alfonso Tristancho Ortiz;Sistema de información sísmica para la ciudad de Ibagué SISIbagué;;2012;Colombia;IBMPC;Windows;
222992;Julian Alfonso Tristancho Ortiz;Sistema automático de diseño;;2000;Colombia;Windows;Windows;
222992;Julian Alfonso Tristancho Ortiz;Sistema de Información sísmica para la microzonificación de los municipios de Palmira;;2006;Colombia;IBMPC;Windows;
222992;Julian Alfonso Tristancho Ortiz;SISTEMA DE ESTIMACIÓN DEL RIESGO GEOTCNICO E IMPACTO SOBRE POLIDUCTOS  SERGIP;SISTEMA DE ESTIMACIÓN DEL RIESGO GEOTCNICO E IMPACTO SOBRE POLIDUCTOS  SERGIP;2021;Colombia;;;
222992;Julian Alfonso Tristancho Ortiz;Cálculo de factores de seguridad para taludes FSTALUD 3D;;2003;Colombia;IBMPC;Windows;
222992;Julian Alfonso Tristancho Ortiz;ZpMDI;;2002;Colombia;IBMPC;Windows;
222992;Julian Alfonso Tristancho Ortiz;Catálogo Sismológico Histórico para Colombia CSHC;;2018;Colombia;;;
222992;Julian Alfonso Tristancho Ortiz;IIUDDIMSICERCHAS;;2011;Colombia;;;
222992;Julian Alfonso Tristancho Ortiz;Software de tablero digital para ingeniería DIMSI  SotDIN;;2014;Colombia;IBMPC;Windows XP o superior;
222992;Julian Alfonso Tristancho Ortiz;Sistema de Estimación de Pérdidas por Explosiones en Bogotá  SEPEB;;2016;Colombia;;;
222992;Julian Alfonso Tristancho Ortiz;Modelamiento TermoHidroMecánico tridimensional con acoplamiento atmosférico THM3D;;2011;Colombia;IBMPC;Windows;
222992;Julian Alfonso Tristancho Ortiz;Módulo de Consejerias Estudiantiles  Universidad Distrital;;2011;Colombia;IBMPC;Windows;
222992;Julian Alfonso Tristancho Ortiz;Software de modelamiento para movimiento de partículas dentro de campos no inerciales de centrifuga geotécnica;;2010;Colombia;;;
222992;Julian Alfonso Tristancho Ortiz;Sistema de dibujo automático tridimensional para oficina abierta BauerEXPRESS;;2006;Colombia;IBMPC;Windows;
222992;Julian Alfonso Tristancho Ortiz;Procesamiento de señales para vibraciones mecánicas usando técnicas espectrales WinSASW;;2005;Colombia;IBMPC;Windows;
222992;Julian Alfonso Tristancho Ortiz;Sistema de información sísmica para la ciudad de Quito;;2012;Ecuador;IBMPC;Windows;
222992;Julian Alfonso Tristancho Ortiz;Módulo de procesamiento de ondas acústicas en Excel Análisis efectos humanos;;2005;Colombia;IBMPC;Windows;
222992;Julian Alfonso Tristancho Ortiz;Sistema de estimación de pérdidas por atentados terroristas para la ciudad de BogotáEPTB;;2005;Colombia;IBMPC;Windows;
222992;Julian Alfonso Tristancho Ortiz;Procesamiento de datos para medición de deflexiones relativas sobre pavimento rígido DefWIN;;2004;Colombia;IBMPC;Windows;
222992;Julian Alfonso Tristancho Ortiz;Cálculo del índice de rugosidad internacional;;2004;Colombia;IBMPC;Windows;
222992;Julian Alfonso Tristancho Ortiz;OffiCAD V10;;2011;Colombia;IBMPC;Windows;
222992;Julian Alfonso Tristancho Ortiz;Sistema de información sísmica para la ciudad de Popayán SISPopayán;;2012;Colombia;IBMPC;Windows;
222992;Julian Alfonso Tristancho Ortiz;Sistema de visualización y cálculo de riesgos naturales CAPRAGIS;;2009;Colombia;IBMPC;Windows;
222992;Julian Alfonso Tristancho Ortiz;Landuse planning Trinidad  Tobago;;2013;Colombia;;;ATNOC12349TT
222992;Julian Alfonso Tristancho Ortiz;SISTEMA DE CONTROL DE ADQUISICIÓN;;2017;;;;
223611;Cesar Leonardo Trujillo Rodríguez;SRCDesigner;SRCDesigner;2012;Colombia;;;
223611;Cesar Leonardo Trujillo Rodríguez;SIMMODFVUD;SIMMODFVUD;2012;Colombia;;;
223611;Cesar Leonardo Trujillo Rodríguez;Análisis de líneas bifilar y coaxial;Análisis de líneas bifilar y coaxial;2012;Colombia;Matlab;Windows;
426377;Adriana Marcela  Vega| Escobar;Análisis de Tiempo por frecuencia de vibración aplicando TF;;2012;Colombia;;;
426377;Adriana Marcela  Vega| Escobar;Programa educativo manejo de sentencias básicas;;2012;Colombia;;;
1174088;Nelson Enrique Vera Parra;PARALLELPCATRANSFORM;PARALLELPCATRANSFORM;2020;Colombia;;;1378303
1174088;Nelson Enrique Vera Parra;DECNN;DECNN;2019;Colombia;;;219558319
1174088;Nelson Enrique Vera Parra;PARALLELMULTIPLICATIVEFUSION;PARALLELMULTIPLICATIVEFUSION;2020;;;;219558319
1174088;Nelson Enrique Vera Parra;PARALLELFISCHERSCORINGBINOMIAL;PARALLELFISCHERSCORINGBINOMIAL;2020;Colombia;;;219558319
1174088;Nelson Enrique Vera Parra;SALLFUS;SALLFUS;2020;Colombia;;;219558319
1174088;Nelson Enrique Vera Parra;IMAGESEGMENTATION ASSESSMENT COMPARISON;IMAGESEGMENTATION ASSESSMENT COMPARISON;2019;;;;219558319
1174088;Nelson Enrique Vera Parra;PARALLELFUSIMAGERY;PARALLELFUSIMAGERY;2019;Colombia;;;219558319
1174088;Nelson Enrique Vera Parra;BioUD API;;2008;Colombia;Multiplataforma;Web;
1174088;Nelson Enrique Vera Parra;RESTGEN  API FRONTENDBACKEND APPLICATION GENERATOR;RESTGEN  API FRONTENDBACKEND APPLICATION GENERATOR;2018;Colombia;;;
1174088;Nelson Enrique Vera Parra;ESPAMOV ESCHER PATHWAYS MOBILE VIEWER;ESPAMOV ESCHER PATHWAYS MOBILE VIEWER;2017;Colombia;;;
1174088;Nelson Enrique Vera Parra;KCTK  KMERCOUNTERSTOOLKIT;;2016;Colombia;;;
1174088;Nelson Enrique Vera Parra;LWBC  LENTIC WATER BODIES COMPARISON;;2016;Colombia;;;
1174088;Nelson Enrique Vera Parra;MPV MOBILE PROTEIN VIEWER;;2017;Colombia;;;
1174088;Nelson Enrique Vera Parra;NGSPRE;;2014;Colombia;;;
1174088;Nelson Enrique Vera Parra;DIFEXP;;2014;Colombia;;;
1174088;Nelson Enrique Vera Parra;FUSATIMA;;2016;Colombia;;;
1174088;Nelson Enrique Vera Parra;ABEST;;2014;Colombia;;;
1174088;Nelson Enrique Vera Parra;P3D;P3D;2015;Colombia;Android;Android;
1174088;Nelson Enrique Vera Parra;A2;A2;2012;Colombia;Linux;Web;Libro 13
1174088;Nelson Enrique Vera Parra;BSG;BSG  Blast Statistics Generator;2012;Colombia;Linux;Web;Libro 13
1174088;Nelson Enrique Vera Parra;Calculadora IPv6;Calculadora IPv6;2012;Colombia;Windows;Escritorio;
1174088;Nelson Enrique Vera Parra;Software demostrativo de un sistema PCM completo;;2012;Colombia;;;
1174088;Nelson Enrique Vera Parra;DOMARCH VIEWER;DOMARCH;2014;Colombia;;;LIBRO 13 TOMO 41 PARTIDA 18
1174088;Nelson Enrique Vera Parra;MAFA  MASSIVE AUTOMATIC FUNCTIONAL ANNOTATOR;MAFA;2014;Colombia;;;LIBRO 13 TOMO 40 PARTIDA 396
1174088;Nelson Enrique Vera Parra;DAT  DATA ANALYTICS TWITTER;DAT  DATA ANALYTICS TWITTER;2019;Colombia;;;219558319
1174088;Nelson Enrique Vera Parra;SIMULADOR DEL COMPORTAMIENTO DE UNA CADENA DE BLOQUES;SIMULADOR DEL COMPORTAMIENTO DE UNA CADENA DE BLOQUES;2019;Colombia;;;
1174088;Nelson Enrique Vera Parra;SISTEMA RECOMENDADOR DE RECORRIDOS EN MUSEOS DE ARTE VIRTUALIZADOS;SISTEMA RECOMENDADOR DE RECORRIDOS EN MUSEOS DE ARTE VIRTUALIZADOS;2018;Colombia;;;
1174088;Nelson Enrique Vera Parra;PARALLELBROVEYTRANSFORM;PARALLELBROVEYTRANSFORM;2019;Colombia;;;219558319
1520054;Erika Sofia Upegui Cardona;SALLFUS;;2020;Colombia;ARQUITECTURAS COMPUTACIONALES HOMOGNEAS CPU Y HETEROGNEAS CPUGPU;ARQUITECTURAS COMPUTACIONALES HOMOGNEAS CPU Y HETEROGNEAS CPUGPU;219558319
