;COD_RH;                 GRUPO;                NOMBRE SOFTWARE;                PAIS;                AÑO;                INSTITUCIÓN FINANCIADORA;                AUTORES;Unnamed: 7
208;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;AGROCHAIN;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; CARLOS ENRIQUE MONTENEGRO MARIN, PAULO ALONSO GAONA GARCIA;
209;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;CCNN-AI;;2020; ; ANDRES OVIDIO RESTREPO RODRIGUEZ;
210;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;PARALLELFISCHERSCORING_BINOMIAL;;2020; ; ANDRES OVIDIO RESTREPO RODRIGUEZ;
211;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;ERGOSENT;;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; CARLOS ENRIQUE MONTENEGRO MARIN, PAULO ALONSO GAONA GARCIA;
212;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;PARALLELMULTIPLICATIVE-FUSION;;2020; ; ANDRES OVIDIO RESTREPO RODRIGUEZ;
213;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;GARDEN'SPECIES D&M;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; CARLOS ENRIQUE MONTENEGRO MARIN, PAULO ALONSO GAONA GARCIA;
214;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;CLITEMA;Colombia;2019; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; CARLOS ENRIQUE MONTENEGRO MARIN, PAULO ALONSO GAONA GARCIA;
215;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;AR-METEOROLOGY;Colombia;2019; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; CARLOS ENRIQUE MONTENEGRO MARIN, PAULO ALONSO GAONA GARCIA;
216;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;CHAMILO;Colombia;2019; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; PAULO ALONSO GAONA GARCIA, JULIO BARON VELANDIA;
217;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;DAT, Data Analytics Twitter;;2019; ; ANDRES OVIDIO RESTREPO RODRIGUEZ, NELSON ENRIQUE VERA PARRA;
218;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;AAT ONTOLOGY VR;Colombia;2017; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; CARLOS ENRIQUE MONTENEGRO MARIN, PAULO ALONSO GAONA GARCIA;
219;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;Visual Analytics From WSN Data;Colombia;2017; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; PAULO ALONSO GAONA GARCIA, ELVIS EDUARDO GAONA GARCIA;
220;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;VIS-SKOS;Colombia;2017; ; CARLOS ENRIQUE MONTENEGRO MARIN, PAULO ALONSO GAONA GARCIA;
221;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;VORA;Colombia;2017; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; CARLOS ENRIQUE MONTENEGRO MARIN, PAULO ALONSO GAONA GARCIA;
222;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;CNP-GRAPH;Colombia;2016; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; PAULO ALONSO GAONA GARCIA, CARLOS ENRIQUE MONTENEGRO MARIN;
223;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;Gamification-Apgame;Colombia;2016; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; PAULO ALONSO GAONA GARCIA, CARLOS ENRIQUE MONTENEGRO MARIN, JAVIER ALBADAN ROMERO;
224;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;Sistema de información móvil para rutas urbanas del SITP Bogotá;Colombia;2015; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; PAULO ALONSO GAONA GARCIA, CARLOS ENRIQUE MONTENEGRO MARIN;
225;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;VPR - A novel scalable framework of visualization for Publication reports;Colombia;2015; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; PAULO ALONSO GAONA GARCIA, CARLOS ENRIQUE MONTENEGRO MARIN;
226;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;Sistema de información (BIOSAPI), para el monitoreo, análisis y seguimiento de especies de fauna silvestre, mediante biotelemetría;Colombia;2015; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; PAULO ALONSO GAONA GARCIA, CARLOS ENRIQUE MONTENEGRO MARIN, ELVIS EDUARDO GAONA GARCIA;
227;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;Europeana visual search;Colombia;2015; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; PAULO ALONSO GAONA GARCIA, CARLOS ENRIQUE MONTENEGRO MARIN, ELVIS EDUARDO GAONA GARCIA;
228;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES);COVID-19 SIMULATOR;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; LINDSAY ALVAREZ POMAR, SERGIO A ROJAS GALEANO;
229;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES);SchES;Colombia;2018; Universidad Distrital Francisco José de Caldas; GERMAN MENDEZ GIRALDO, EDUYN RAMIRO LOPEZ SANTANA, JOSE IGNACIO RODRIGUEZ MOLANO;
230;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES);TRANSPOGRAM;Colombia;2010; Ladrillera Santa Fé S.A.; GERMAN MENDEZ GIRALDO;
231;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES);DIAGNOSTICADOR EMPRESARIAL;Colombia;2009; CENTRO DE INVESTIGACIÓN Y DESARROLLO TECNOLÓGICO DE LA INDUSTRIA ELECTRO ELECTRÓNICA Y TIC; GERMAN MENDEZ GIRALDO, MANUEL ARANGO, JENNY SANCHEZ;
232;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES);PAVCOSCHEDULE;Colombia;2008; EMPRESA PAVCO S. A. ; GERMAN MENDEZ GIRALDO;
233;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES);OPTIMUS;Colombia;2008; ; GERMAN MENDEZ GIRALDO, MARIO ARAOZ, JAIRO ARENAS, ALBA HERNANDEZ;
234;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES);PAVCOPRO;Colombia;2008; EMPRESA PAVCO S. A. ; GERMAN MENDEZ GIRALDO;
235;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES);SIMULADOR SAR;Colombia;2008; ; GERMAN MENDEZ GIRALDO, DANITZA AVILA, NURY JARAMILLO;
236;888;GRUPO ADQUISICIÓN Y REPRESENTACIÓN DEL CONOCIMIENTO - SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES);SISCOOPAD;Colombia;1999; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; GERMAN MENDEZ GIRALDO;
237;16507;ITI: Innovación en Tecnologías de Información;SCBAD;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
238;16507;ITI: Innovación en Tecnologías de Información;SGRRV;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
239;16507;ITI: Innovación en Tecnologías de Información;QUICK MEDICINE;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
240;16507;ITI: Innovación en Tecnologías de Información;BOOSTINGCO;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
241;16507;ITI: Innovación en Tecnologías de Información;C&S;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
242;16507;ITI: Innovación en Tecnologías de Información;DFDR;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
243;16507;ITI: Innovación en Tecnologías de Información;FOCUS;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
244;16507;ITI: Innovación en Tecnologías de Información;DALLAS CLOTHES	;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
245;16507;ITI: Innovación en Tecnologías de Información;HYPER ENVIOS;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
246;16507;ITI: Innovación en Tecnologías de Información;PUNTO&COMA;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
247;16507;ITI: Innovación en Tecnologías de Información;SDC;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
248;16507;ITI: Innovación en Tecnologías de Información;OASIS;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
249;16507;ITI: Innovación en Tecnologías de Información;RIRC;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
250;16507;ITI: Innovación en Tecnologías de Información;SUPQUA;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
251;16507;ITI: Innovación en Tecnologías de Información;ONSUMMER;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
252;16507;ITI: Innovación en Tecnologías de Información;MOVILMIGO;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
253;16507;ITI: Innovación en Tecnologías de Información;UDXPERTIS;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
254;16507;ITI: Innovación en Tecnologías de Información;ICAI-S;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
255;16507;ITI: Innovación en Tecnologías de Información;SGR;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
256;16507;ITI: Innovación en Tecnologías de Información;MMUD;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
257;16507;ITI: Innovación en Tecnologías de Información;SvS;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
258;16507;ITI: Innovación en Tecnologías de Información;ICAI-C;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
259;16507;ITI: Innovación en Tecnologías de Información;DevPHP;Colombia;2019; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; DEISY MUNOZ VARGAS, HECTOR ARTURO FLOREZ FERNANDEZ, EDWARTH ORLANDO GARCIA TOVAR;
260;16507;ITI: Innovación en Tecnologías de Información;RIWA;Colombia;2019; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; KAREN GISELLE DAZA ALVARADO, HECTOR ARTURO FLOREZ FERNANDEZ;
261;16507;ITI: Innovación en Tecnologías de Información;RIS;Colombia;2019; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
262;16507;ITI: Innovación en Tecnologías de Información;CFP;Colombia;2019; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
263;16507;ITI: Innovación en Tecnologías de Información;SGE;Colombia;2019; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
264;16507;ITI: Innovación en Tecnologías de Información;GAUSSIAN MOAT;Colombia;2019; Fundacion Universitaria Konrad Lorenz; HECTOR ARTURO FLOREZ FERNANDEZ, ALEJANDRO CARDENAS AVENDANO;
265;16507;ITI: Innovación en Tecnologías de Información;BLACK JACK;Colombia;2018; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
266;16507;ITI: Innovación en Tecnologías de Información;IRIS;Colombia;2018; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ, DIANA ELVIRA FORERO RODRIGUEZ;
267;16507;ITI: Innovación en Tecnologías de Información;SPA;Colombia;2018; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; EDWARTH ORLANDO GARCIA TOVAR, HECTOR ARTURO FLOREZ FERNANDEZ;
268;16507;ITI: Innovación en Tecnologías de Información;PHPGEN;Colombia;2017; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ, EDWARTH ORLANDO GARCIA TOVAR;
269;16507;ITI: Innovación en Tecnologías de Información;PSSA;Colombia;2016; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ, KARINA ALEJANDRA SALVATIERRA;
270;16507;ITI: Innovación en Tecnologías de Información;SI2;Colombia;2016; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
271;16507;ITI: Innovación en Tecnologías de Información;SCR;Colombia;2016; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; JUDY MARCELA MORENO OSPINA, HECTOR ARTURO FLOREZ FERNANDEZ;
272;16507;ITI: Innovación en Tecnologías de Información;CTS VIRTUAL;Colombia;2016; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; OSCAR ALEXANDER MENDEZ AGUIRRE, DANIEL ESTEBAN SANCHEZ RODRIGUEZ, HECTOR ARTURO FLOREZ FERNANDEZ;
273;16507;ITI: Innovación en Tecnologías de Información;NAIVE BAYES;Colombia;2015; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
274;16507;ITI: Innovación en Tecnologías de Información;BMA;Colombia;2015; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ, KARINA ALEJANDRA SALVATIERRA;
275;16507;ITI: Innovación en Tecnologías de Información;BLACKJACK APP;Colombia;2015; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; KAREN ALEJANDRA PRIETO BELTRAN, JUAN CARLOS JOYA CARVAJAL, HECTOR ARTURO FLOREZ FERNANDEZ;
276;16507;ITI: Innovación en Tecnologías de Información;TELAPP;Colombia;2015; ; RICARDO BARRERA PAREDES, HECTOR ARTURO FLOREZ FERNANDEZ;
277;16507;ITI: Innovación en Tecnologías de Información;ARTESANIAS APP;Colombia;2015; ; SEBASTIAN FELIPE RINCON CASTELLANOS, RAFAEL IVAN CARDENAS RUBIANO, HECTOR ARTURO FLOREZ FERNANDEZ;
278;16507;ITI: Innovación en Tecnologías de Información;ROBOCODE;Colombia;2015; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
279;16507;ITI: Innovación en Tecnologías de Información;SISTEMA DE GESTION EMPRESARIAL;Colombia;2014; TF Soluciones Empresariales; HECTOR ARTURO FLOREZ FERNANDEZ;
280;16507;ITI: Innovación en Tecnologías de Información;SISTEMA DE INFORMACIÓN PARA LA GESTIÓN DE INFORMACIÓN DE PROPIEDAD HORIZONTAL;Colombia;2013; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
281;16507;ITI: Innovación en Tecnologías de Información;SISTEMA DE INFORMACIÓN PARA LA ADMINISTRACIÓN Y EVALUACIÓN DE MARATONES DE PROGRAMACIÓN;Colombia;2013; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HECTOR ARTURO FLOREZ FERNANDEZ;
282;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER);SIMBIOGAS;Colombia;2015; ; JULIAN ROLANDO CAMARGO LOPEZ, ROBERTO FERRO ESCOBAR;
283;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER);Clase de documento articleingud (Article for INGENIERIA review);Colombia;2012; ; OMAR SALAZAR MORALES;
284;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER);Análisis espectral de códigos de línea (3 Autores).;Colombia;2011; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; DANILO ALFONSO LOPEZ SARMIENTO;
285;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER);"Aplicación de firmas digitales y cifrado distribución ""applet en java"" (2 Autores).";Colombia;2011; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; DANILO ALFONSO LOPEZ SARMIENTO;
286;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER);Documentation of source codes with the LATEX package documentation;Colombia;2011; ; OMAR SALAZAR MORALES;
287;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER);Software para el control del desplazamientoautónomo de una silla de ruedas eléctrica (3 Autores));Colombia;2011; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; DANILO ALFONSO LOPEZ SARMIENTO;
288;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER);Simulador de codificación cifrado entre un controlador de tráfico vehicular (3 Autores).;Colombia;2011; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; DANILO ALFONSO LOPEZ SARMIENTO;
289;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER);Aplicación SIP con Streaming de Audio y Video (3 Autores).;Colombia;2011; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; DANILO ALFONSO LOPEZ SARMIENTO;
290;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER);Software Para el cálculo del nivel de distorsión armónica en la red de energía eléctrica (2 Autores);Colombia;2011; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; DANILO ALFONSO LOPEZ SARMIENTO;
291;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER);Software para la predicción de series de tiempo con técnicas de inteligencia artificial (2 Autores);Colombia;2011; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; DANILO ALFONSO LOPEZ SARMIENTO;
292;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER);Codificador de Línea (3 Autores).;Colombia;2011; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; DANILO ALFONSO LOPEZ SARMIENTO;
293;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER);Software para la sincronización de tiempos de semáforos basado en el sistema de inferencia neurodifusa adaptativa (3 Autores);Colombia;2011; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; DANILO ALFONSO LOPEZ SARMIENTO;
294;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER);Traductor SWMLSVG;España;2011; Universidad De Oviedo; RUBEN ARISTIDES GONZALEZ CRESPO;
295;5315;Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER);desarrollo de un software para interconexón de Protocolos;Colombia;2004; ; ROBERTO FERRO ESCOBAR;
296;3328;Internet Inteligente;DECNN (DESIGN CNN App-Web);Colombia;2019; Universidad Distrital Francisco José de Caldas; DANILO ALFONSO LOPEZ SARMIENTO, NELSON ENRIQUE VERA PARRA;
297;3328;Internet Inteligente;RESTGEN - API FRONTEND/BACKEND APPLICATION GENERATOR;Colombia;2018; Universidad Distrital Francisco José de Caldas; NELSON ENRIQUE VERA PARRA, DANILO ALFONSO LOPEZ SARMIENTO, RUBEN JAVIER MEDINA DAZA;
298;3328;Internet Inteligente;BICIMAPULIBRE;Colombia;2018; ; RAFAEL ANTONIO ACOSTA RODRIGUEZ;
299;3328;Internet Inteligente;Identificación de oportunidades espectrales;Colombia;2018; Universidad Distrital Francisco José de Caldas; DANILO ALFONSO LOPEZ SARMIENTO, EDWIN RIVAS TRUJILLO, NANCY YANETH GELVEZ GARCIA;
300;3328;Internet Inteligente;APLICACIÓN IOT PARA EL SEGUIMIENTO Y REPORTE DE ATRIBUTOS DE LA SALUD;;2018; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; OCTAVIO SALCEDO PARRA, JUAN MANUEL SANCHEZ CESPEDES, ROBERTO ALBEIRO PAVA DIAZ;
301;3328;Internet Inteligente;APLICACIÓN DE MENSAJERÍA, VIDEO Y VOZ LOCAL;;2018; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; ROBERTO MANUEL POVEDA CHAVES, OCTAVIO SALCEDO PARRA, GIOVANNY MAURICIO TARAZONA BERMUDEZ;
302;3328;Internet Inteligente;SOLUCIÓN GENÉTICA PARALELA HÍBRIDA AL PROBLEMA DEL AGENTE VIAJERO;;2018; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; ROBERTO MANUEL POVEDA CHAVES, OCTAVIO SALCEDO PARRA, ORLANDO GARCIA HURTADO;
303;3328;Internet Inteligente;MPV (Mobile Protein Viewer);Colombia;2017; Universidad Distrital Francisco José de Caldas; NELSON ENRIQUE VERA PARRA, DANILO ALFONSO LOPEZ SARMIENTO, LUIS MIGUEL GUTIERREZ RAMIREZ;
304;3328;Internet Inteligente;AJEDREZ COLECTIVO EN UNA PÁGINA WEB;;2017; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; OCTAVIO SALCEDO PARRA, DANILO LOPEZ, ANGEL DAVID AVILA MESA;
305;3328;Internet Inteligente;JUEGO INTERACTIVO PARA APRENDIZAJE MATEMÁTICO EN NIÑOS;;2017; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; OCTAVIO SALCEDO PARRA, DANILO ALFONSO LOPEZ SARMIENTO, ANGEL DAVID AVILA MESA;
306;3328;Internet Inteligente;Software Desarrollo de una herramienta para la simulación de ataque;Colombia;2016; ; OCTAVIO SALCEDO PARRA;
307;3328;Internet Inteligente;SOFTWARE Power MSN v2;Colombia;2016; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; OCTAVIO SALCEDO PARRA, DANILO ALFONSO LOPEZ SARMIENTO, NANCY YANETH GELVEZ GARCIA;
308;3328;Internet Inteligente;Software Aplicación que permite seleccionar una figura y dibujarla en un lienzo;Colombia;2016; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; OCTAVIO SALCEDO PARRA;
309;3328;Internet Inteligente;Software Calculadora IP;Colombia;2016; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; OCTAVIO SALCEDO PARRA;
310;3328;Internet Inteligente;Software Demostrativo para la generación de tablas de Routing mediante algoritmos de Dijkstra;Colombia;2016; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; OCTAVIO SALCEDO PARRA;
311;3328;Internet Inteligente;Software Aplicación que simula una maquina de enigma;Colombia;2016; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; OCTAVIO SALCEDO PARRA;
312;3328;Internet Inteligente;SOFTWARE Aplicación Sip con Streaming de audios y video;Colombia;2016; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; OCTAVIO SALCEDO PARRA;
313;3328;Internet Inteligente;Software Aplicación Algoritmo de optimización de polígonos;Colombia;2016; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; OCTAVIO SALCEDO PARRA;
314;3328;Internet Inteligente;NGSPRE;Colombia;2014; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; DANILO ALFONSO LOPEZ SARMIENTO;
315;3328;Internet Inteligente;Aplicación demostrativa de los tipos de muestreo ideal, natural y techo plano.;Colombia;2012; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; DANILO ALFONSO LOPEZ SARMIENTO;
316;3328;Internet Inteligente;Software Calculadora IPV6;Colombia;2012; ; ISABEL ESCOBAR ELIZALDE;
317;3328;Internet Inteligente;Software Protocolo de un sistema multiagente para la detección de ataques por inyección SQL (3 autores);Colombia;2012; ; HELVER RICARDO TOCASUCHE GONZALEZ;
318;3328;Internet Inteligente;Software Ilud-Dimsi-Cerchas;Colombia;2012; ; ISABEL ESCOBAR ELIZALDE;
319;3328;Internet Inteligente;Software Aplicación web para el monitoreo del escritorio remoto;Colombia;2012; ; ISABEL ESCOBAR ELIZALDE;
320;3328;Internet Inteligente;Software Análisis vibracional OLTC con wavelet;Colombia;2012; ; ISABEL ESCOBAR ELIZALDE;
321;3328;Internet Inteligente;Software Análisis de una señal OFDM en un canal ruidoso;Colombia;2012; ; ISABEL ESCOBAR ELIZALDE;
322;3328;Internet Inteligente;Calculadora didactica IPv6 (3 Autores).;Colombia;2012; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; DANILO ALFONSO LOPEZ SARMIENTO;
323;3328;Internet Inteligente;Aplicación firmas digitales y cifrado distribución Web Service;Colombia;2012; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; OCTAVIO SALCEDO PARRA;
