;COD_RH;                 GRUPO;                NOMBRE SOFTWARE;                PAIS;                AÑO;                INSTITUCIÓN FINANCIADORA;                AUTORES;Unnamed: 7
114;983;Grupo de Investigación Internacional en Informática, Comunicación y Gestión del Conocimiento;ShaftWizard;Cuba;1998; Centro Nacional de Derecho de Autor, Cuba; RAFAEL ESTEBAN BELLO PEREZ;
115;983;Grupo de Investigación Internacional en Informática, Comunicación y Gestión del Conocimiento;SIAD;Cuba;1998; Centro Nacional de Derecho de Autor, Cuba; RAFAEL ESTEBAN BELLO PEREZ;
116;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;Scanportud;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; LELY ADRIANA LUENGAS CONTRERAS, EDWIN RIVAS TRUJILLO, LUIS FELIPE WANUMEN SILVA;
117;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;BUSCADOR-UD;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; EDWIN RIVAS TRUJILLO, LELY ADRIANA LUENGAS CONTRERAS, LUIS FELIPE WANUMEN SILVA;
118;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;BLOQUEADORUD;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; EDWIN RIVAS TRUJILLO, LUIS FELIPE WANUMEN SILVA, LELY ADRIANA LUENGAS CONTRERAS;
119;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;Recordar claves WIFI UD;;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; EDWIN RIVAS TRUJILLO, LELY ADRIANA LUENGAS CONTRERAS, LUIS FELIPE WANUMEN SILVA;
120;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;OcultadorUD;;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; EDWIN RIVAS TRUJILLO, LUIS FELIPE WANUMEN SILVA, LELY ADRIANA LUENGAS CONTRERAS;
121;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;SOFTWARE LPA-ICI SP: PROCESAMIENTO DE SEÑALES Y FILTRADO ADAPTATIVO BASADO EN LA APROXIMACIÓN LOCAL POLINOMIAL Y EL ALGORITMO ICI;Colombia;2018; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HARVEY DAVID ROJAS CUBIDES, HERBERT ENRIQUE ROJAS CUBIDES;
122;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;SOFTWARE PARA EL MODELAMIENTO DE SISTEMAS DE GENERACIÓN DE ENERGÍA ELÉCTRICA A PARTIR DE BIOGÁS (IS-SGEB);Colombia;2018; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; ANGEL DAVID RODRIGUEZ VARGAS, LAURA ANDREA MORALES GARCIA, HERBERT ENRIQUE ROJAS CUBIDES;
123;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;IDENTIFICACION DE OPORTUNIDADES ESPECTRALES;Colombia;2017; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; EDWIN RIVAS TRUJILLO, NANCY YANETH GELVEZ GARCIA, DANILO ALFONSO LOPEZ SARMIENTO;
124;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;ENCRIP ATRAC CAOTICOS;Colombia;2017; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; EDWIN RIVAS TRUJILLO, NANCY YANETH GELVEZ GARCIA, OSWALDO ALBERTO ROMERO VILLALOBOS;
125;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;AGREGADOR;Colombia;2017; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; EDWIN RIVAS TRUJILLO;
126;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;AVA SEGURIDAD;Colombia;2017; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; DARIN JAIRO MOSQUERA PALACIOS, EDWIN RIVAS TRUJILLO, LUIS FELIPE WANUMEN SILVA;
127;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;CALVAPOR;Colombia;2017; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; EDWIN RIVAS TRUJILLO, DARIN JAIRO MOSQUERA PALACIOS, LUIS FELIPE WANUMEN SILVA;
128;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;CONVERSOR;Colombia;2017; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; EDWIN RIVAS TRUJILLO, DARIN JAIRO MOSQUERA PALACIOS, LUIS FELIPE WANUMEN SILVA;
129;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;ENGRAMTOOL;Colombia;2017; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; LUIS FELIPE WANUMEN SILVA, EDWIN RIVAS TRUJILLO, DARIN JAIRO MOSQUERA PALACIOS;
130;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;SOFTWARE PARA EL MODELAMIENTO DE SISTEMAS DE GENERACIÓN DE ENERGÍA ELÉCTRICA A PARTIR DE BIOGÁS (IS-SGEB);Colombia;2017; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; ANGEL DAVID RODRIGUEZ VARGAS, LAURA ANDREA MORALES GARCIA, HERBERT ENRIQUE ROJAS CUBIDES;
131;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;SOFTWARE GOT-THD: GENERADOR Y EMULADOR DE SEÑALES CON DISTORSIÓN ARMÓNICA CONTROLADA;;2016; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; ADOLFO ANDRES JARAMILLO MATTA, HERBERT ENRIQUE ROJAS CUBIDES;
132;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;SOFTWARE TRANSIENT-DFRFT: HERRAMIENTA PARA LA CARACTERIZACIÓN DE TRANSITORIOS ELECTROMAGNETICOS EN EL DOMINIO FRACCIONAL DE FOURIER;Colombia;2016; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; MARIA ANGELICA CRUZ BERNAL, BRIAN ANDRES GOMEZ MENDOZA, HERBERT ENRIQUE ROJAS CUBIDES;
133;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;ADFACTS;Colombia;2016; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; JUAN CAMILO CAICEDO ULLOA, EDWIN RIVAS TRUJILLO;
134;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;HERRAMIENTA COMPUTACIONAL PARA LA APLICACIÓN DE LOS MODELOS FISICOS DE LA RELACIÓN V/I DE SUELOS IONIZADOS - LIGHTNING SOIL PRO V1.0;Colombia;2016; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; ANGIE ROCIO RAMOS ALBA, CARLOS ALBERTO BERNAL HERNANDEZ, HERBERT ENRIQUE ROJAS CUBIDES;
135;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;SIMUARGIS;Colombia;2016; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; EDWIN RIVAS TRUJILLO;
136;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;OMUD;Colombia;2016; ; EDWIN RIVAS TRUJILLO;
137;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;AVALYZE;Colombia;2016; ; DARIN JAIRO MOSQUERA PALACIOS, EDWIN RIVAS TRUJILLO, LUIS FELIPE WANUMEN SILVA;
138;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;SIHUMA;Colombia;2016; ; DARIN JAIRO MOSQUERA PALACIOS, EDWIN RIVAS TRUJILLO, LUIS FELIPE WANUMEN SILVA;
139;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;SOFTWARE LISIPRO - PROCESAMIENTO DE SEÑALES Y FILTRADO ADAPTATIVO EN EL DOMINIO FRACCIONAL DE FOURIER (FRFD) -;Colombia;2015; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HERBERT ENRIQUE ROJAS CUBIDES;
140;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;REGISTRO DE SOBRETENSIONES TRANSITORIAS EN REDES DE TENSIÓN MENOR A 1 KV (SOFTWARE DISPOSITIVO MÓVIL);Colombia;2015; Ministerio de Ciencia, Tecnología e Innovación.; FRANCISCO SANTAMARIA PIEDRAHITA, LUIS EDUARDO PERDOMO ORJUELA, ANDRES ALFONSO RODRIGUEZ;
141;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;PLANEACIÓN DE SISTEMAS DE GESTIÓN ENERGÉTICA EN ILUMINACIÓN (PLANEF50001);Colombia;2015; ; FRANCISCO SANTAMARIA PIEDRAHITA, JORGE ALEXANDER ALARCON VILLAMIL;
142;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;Planeación de sistemas de gestion energética (PLANEF50001);;2015; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; JORGE ALEXANDER ALARCON VILLAMIL;
143;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;MODELOS MATEMÁTICOS PARA MEDIOS DIELÉCTRICOS DEBYE Y JONSCHER (MMATDJ);Colombia;2015; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HERBERT ENRIQUE ROJAS CUBIDES;
144;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;MODELOS MATEMÁTICOS PARA MEDIOS DIELÉCTRICOS DEBYE Y JONSCHER (MMATDJ);Colombia;2015; ; FRANCISCO SANTAMARIA PIEDRAHITA, HERBERT ENRIQUE ROJAS CUBIDES;
145;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;SOFTWARE PROCESAMIENTO DE SEÑALES USANDO LA TRANSFORMACIÓN LOCAL POLINOMIAL DE FOURIER (LPFT) SOFTWARE LPFT-SP;Colombia;2015; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HERBERT ENRIQUE ROJAS CUBIDES;
146;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;ROUTE MONITOR;Colombia;2015; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; EDWIN RIVAS TRUJILLO, DARIN JAIRO MOSQUERA PALACIOS, LUIS FELIPE WANUMEN SILVA;
147;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;REGISTRO DE SOBRETENSIONES TRANSITORIAS EN REDES DE TENSIÓN MENOR A 1 KV (SOFTWARE ESCRITORIO);Colombia;2015; Ministerio de Ciencia, Tecnología e Innovación.; FRANCISCO SANTAMARIA PIEDRAHITA, ANDRES ALFONSO RODRIGUEZ, LUIS EDUARDO PERDOMO ORJUELA;
148;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;ANÁLISIS DE RIESGO ANTE DESCARGAS ATMOSFÉRICAS (ARADA);Colombia;2014; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; FRANCISCO SANTAMARIA PIEDRAHITA, CESAR ALBERTO TORRES, OSCAR IGNACIO SANCHEZ;
149;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;DISEÑO Y DESARROLLO DE UN PROTOTIPO DE APLICACIÓN MÓVIL PARA LA ADMINISTRACIÓN DE UN SERVIDOR DE CORREO;Colombia;2012; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; EDWIN RIVAS TRUJILLO, LUIS FELIPE GUANUMEN, DARIN MOSQUERA PALACIOS;
150;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;ANALISIS DE VIBRACION OLTC WAVELET;Colombia;2012; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; EDWIN RIVAS TRUJILLO, ALVARO ESPINEL, ISABEL ESCOBAR ELIZALDE;
151;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;SISTEMA MULTIAGENTE PARA LA GENERACION DE REGLAS DE COMPORTAMIENTO EN EL USO DE UN SERVIDOR FTP;Colombia;2012; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; EDWIN RIVAS TRUJILLO, JAIRO MOSQUERA, LUIS FELIPE GUANUMEN;
152;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;ANÁLISIS DE TIEMPO FRECUENCIA DE LA SEÑAL DE VIBRACION DE UN CAMBIADOR DE TOMAS EN CARGA;Colombia;2012; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; EDWIN RIVAS TRUJILLO, ADRIANA MARCELA VEGA ESCOBAR, ALVARO ESPINEL;
153;883;Grupo de Compatibilidad e Interferencia Electromagnética GCEM;CALCULO DEL CHECKSUM DE TCP Y EL CHECKSUM DE UDP;Colombia;2011; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; EDWIN RIVAS TRUJILLO, DANILO LOPEZ SARMIENTO, ISABEL ESCOBAR ELIZALDE;
154;15947;SIREC - Sistemas y Redes Cognitivas;MULTI-USER COLLABORATIVE SPECTRAL DECISION FOR DECENTRALIZED COGNITIVE RADIO NETWORKS ¿ MULTICOLL-DCRN;Colombia;2020; Universidad Distrital Francisco José de Caldas; DIEGO ARMANDO GIRAL RAMIREZ, CESAR AUGUSTO HERNANDEZ SUAREZ;
155;15947;SIREC - Sistemas y Redes Cognitivas;Multi-user collaborative spectral decision for decentralized cognitive radio networks MULTICOLL-DCRN;Colombia;2020; Universidad Distrital Francisco José De Caldas - Facultad Tecnológica; CESAR AUGUSTO HERNANDEZ SUAREZ, DIEGO ARMANDO GIRAL RAMIREZ;
156;15947;SIREC - Sistemas y Redes Cognitivas;SIMULADOR DE LA RUTA ESPECTRAL PARA REDES DE RADIO COGNITIVA BASADO EN EL ALGORITMO ABC V1.0;Colombia;2019; Universidad Distrital Francisco José de Caldas; CESAR AUGUSTO HERNANDEZ SUAREZ;
157;15947;SIREC - Sistemas y Redes Cognitivas;SOFTWARE OSP;Colombia;2019; Universidad Distrital Francisco José de Caldas; CESAR AUGUSTO HERNANDEZ SUAREZ;
158;15947;SIREC - Sistemas y Redes Cognitivas;RNA POWER SYSTEM OPTIMIZER;Colombia;2019; Universidad Distrital Francisco José de Caldas; DIEGO ARMANDO GIRAL RAMIREZ, CESAR AUGUSTO HERNANDEZ SUAREZ;
159;15947;SIREC - Sistemas y Redes Cognitivas;Collaborative CRN;Colombia;2018; Universidad Distrital Francisco José de Caldas; DIEGO ARMANDO GIRAL RAMIREZ, CESAR AUGUSTO HERNANDEZ SUAREZ;
160;15947;SIREC - Sistemas y Redes Cognitivas;Collaborative CRN;Colombia;2018; Universidad Distrital Francisco José De Caldas - Facultad Tecnológica; CESAR AUGUSTO HERNANDEZ SUAREZ, DIEGO ARMANDO GIRAL RAMIREZ;
161;15947;SIREC - Sistemas y Redes Cognitivas;Multifractal CRN;Colombia;2018; Universidad Distrital Francisco José de Caldas; CESAR AUGUSTO HERNANDEZ SUAREZ;
162;15947;SIREC - Sistemas y Redes Cognitivas;SOP-TS;Colombia;2017; Universidad Distrital Francisco José de Caldas; LUIS FERNANDO PEDRAZA MARTINEZ, CESAR AUGUSTO HERNANDEZ SUAREZ, DIEGO ARMANDO GIRAL RAMIREZ;
163;15947;SIREC - Sistemas y Redes Cognitivas;Spectrum Occupation Prediction;Colombia;2017; Universidad Distrital Francisco José de Caldas; CESAR AUGUSTO HERNANDEZ SUAREZ, LUIS FERNANDO PEDRAZA MARTINEZ, DIEGO ARMANDO GIRAL RAMIREZ;
164;15947;SIREC - Sistemas y Redes Cognitivas;Spectrum Occupation Prediction;Colombia;2017; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; DIEGO ARMANDO GIRAL RAMIREZ, CESAR AUGUSTO HERNANDEZ SUAREZ, LUIS FERNANDO PEDRAZA MARTINEZ;
165;15947;SIREC - Sistemas y Redes Cognitivas;Herramienta para la asignación multicanal equitativa con demanda dinámica de usuarios secundarios;Colombia;2017; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; CESAR AUGUSTO HERNANDEZ SUAREZ, HANS RAUL MARQUEZ RAMOS;
166;15947;SIREC - Sistemas y Redes Cognitivas;Herramienta para la asignación multicanal equitativa con demanda dinámica de usuarios secundarios;Colombia;2017; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HANS RAUL MARQUEZ RAMOS, CESAR AUGUSTO HERNANDEZ SUAREZ;
167;15947;SIREC - Sistemas y Redes Cognitivas;MFA-CRN;Colombia;2016; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HANS RAUL MARQUEZ RAMOS, CESAR AUGUSTO HERNANDEZ SUAREZ;
168;15947;SIREC - Sistemas y Redes Cognitivas;MFA-CRN;Colombia;2016; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; CESAR AUGUSTO HERNANDEZ SUAREZ, HANS RAUL MARQUEZ RAMOS;
169;15947;SIREC - Sistemas y Redes Cognitivas;Simulator for performance evaluation of algorithms for spectral handoff in cognitive radio networks;Colombia;2015; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; CESAR AUGUSTO HERNANDEZ SUAREZ, DIEGO ARMANDO GIRAL RAMIREZ;
170;15947;SIREC - Sistemas y Redes Cognitivas;APP para el aprendizaje didáctico e interactivo de la lengua de señas en niños con discapacidad auditiva;Colombia;2015; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; CESAR AUGUSTO HERNANDEZ SUAREZ, JUAN MANUEL SANCHEZ CESPEDES;
171;15947;SIREC - Sistemas y Redes Cognitivas;Simulator for performance evaluation of algorithms for spectral handoff in cognitive radio networks;Colombia;2015; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; DIEGO ARMANDO GIRAL RAMIREZ, CESAR AUGUSTO HERNANDEZ SUAREZ;
172;15947;SIREC - Sistemas y Redes Cognitivas;Aplicación firmas digitales y cifrado distribución web services;Colombia;2011; ; CESAR AUGUSTO HERNANDEZ SUAREZ;
173;1169;ARMOS - Arquitecturas Modernas para Sistemas de Alimentación;Software para la Enseñanza de la Escritura Braille en Personas Invidentes;Colombia;2011; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; CESAR AUGUSTO HERNANDEZ SUAREZ;
174;1169;ARMOS - Arquitecturas Modernas para Sistemas de Alimentación;Software para el control de los Sistemas VSTAMP y GSM en un Teclado Braille;Colombia;2011; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; CESAR AUGUSTO HERNANDEZ SUAREZ;
175;1169;ARMOS - Arquitecturas Modernas para Sistemas de Alimentación;Software para la medición, visualización y almacenamiento de DES y FES;Colombia;2011; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; VICTOR ALFONSO GOMEZ SAAVEDRA, CESAR AUGUSTO HERNANDEZ SUAREZ;
176;1169;ARMOS - Arquitecturas Modernas para Sistemas de Alimentación;HIBPEN 1.0;Colombia;2010; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; FREDY HERNAN MARTINEZ SARMIENTO;
177;1169;ARMOS - Arquitecturas Modernas para Sistemas de Alimentación;ARMNETFF 1.0;Colombia;2010; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; FREDY HERNAN MARTINEZ SARMIENTO;
178;1169;ARMOS - Arquitecturas Modernas para Sistemas de Alimentación;NNROBONUM 1.0;Colombia;2010; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; FREDY HERNAN MARTINEZ SARMIENTO;
179;1169;ARMOS - Arquitecturas Modernas para Sistemas de Alimentación;DOSILIV V.3;Colombia;2009; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; FREDY HERNAN MARTINEZ SARMIENTO;
180;1169;ARMOS - Arquitecturas Modernas para Sistemas de Alimentación;CORRECTOR FP ACTIVO POR HISTERESIS V.2.6;Colombia;2007; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; FREDY HERNAN MARTINEZ SARMIENTO;
181;871;Laboratorio de Investigación en Fuentes Alternativas de Energía (LIFAE);OPSIM;Colombia;2017; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; ADOLFO ANDRES JARAMILLO MATTA;
182;871;Laboratorio de Investigación en Fuentes Alternativas de Energía (LIFAE);SOFTWARE GOT-THD: GENERADOR Y EMULADOR DE SEÑALES CON DISTORSIÓN ARMÓNICA CONTROLADA;Colombia;2016; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; HERBERT ENRIQUE ROJAS CUBIDES, ADOLFO ANDRES JARAMILLO MATTA;
183;871;Laboratorio de Investigación en Fuentes Alternativas de Energía (LIFAE);STOCHASTIC MICROGRID MANAGEMENT SYSTEM;Colombia;2015; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; JOSE IGNACIO CASTANEDA FANDINO, ELVIS EDUARDO GAONA GARCIA, CESAR LEONARDO TRUJILLO RODRIGUEZ;
184;871;Laboratorio de Investigación en Fuentes Alternativas de Energía (LIFAE);Analista de estaciones;Colombia;2014; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; DIEGO JULIAN RODRIGUEZ PATARROYO;
185;871;Laboratorio de Investigación en Fuentes Alternativas de Energía (LIFAE);SRC-Designer;Colombia;2012; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; NELSON DIAZ ALDANA, ANDRES CAMILO SANCHEZ RUIZ, MARIO BARRERA ARDILA, CESAR LEONARDO TRUJILLO RODRIGUEZ;
186;871;Laboratorio de Investigación en Fuentes Alternativas de Energía (LIFAE);SRC DESIGNER;Colombia;2012; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; ANDRES CAMILO SANCHEZ RUIZ, MARIO BARRERA ARDILA, NELSON LEONARDO DIAZ ALDANA, CESAR LEONARDO TRUJILLO RODRIGEZ;
187;871;Laboratorio de Investigación en Fuentes Alternativas de Energía (LIFAE);SIMMODFV-UD;Colombia;2012; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; JOHANN ALEXANDER HERNANDEZ MORA, CESAR LEONARDO TRUJILLO RODRIGUEZ, ELVIS EDUARDO GAONA GARCIA;
188;871;Laboratorio de Investigación en Fuentes Alternativas de Energía (LIFAE);Análisis de Líneas Bifilar y Coaxial;Colombia;2012; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; ELVIS EDUARDO GAONA GARCIA, CESAR LEONARDO TRUJILLO RODRIGUEZ, JOHANN ALEXANDER HERNANDEZ MORA;
189;8838;GIDENUTAS;Spectrum Occupation Prediction;Colombia;2017; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; LUIS FERNANDO PEDRAZA MARTINEZ, CESAR AUGUSTO HERNANDEZ SUAREZ, DIEGO ARMANDO GIRAL RAMIREZ;
190;8838;GIDENUTAS;SOP-TS;Colombia;2017; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; LUIS FERNANDO PEDRAZA MARTINEZ, DIEGO ARMANDO GIRAL RAMIREZ, CESAR AUGUSTO HERNANDEZ SUAREZ;
191;13887;Comercio Electronico en Colombia - GICOECOL;GRAPHICOMMERCEWEB;Colombia;2013; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; GIOVANNY MAURICIO TARAZONA BERMUDEZ;
192;879;LABORATORIO DE AUTOMATICA, E INTELIGENCIA COMPUTACIONAL ( LAMIC);PUPIBinario;Colombia;2020; Universidad Distrital Francisco José de Caldas; SERGIO A ROJAS GALEANO;
193;879;LABORATORIO DE AUTOMATICA, E INTELIGENCIA COMPUTACIONAL ( LAMIC);PUPIReal;Colombia;2020; Universidad Distrital Francisco José de Caldas; SERGIO A ROJAS GALEANO;
194;879;LABORATORIO DE AUTOMATICA, E INTELIGENCIA COMPUTACIONAL ( LAMIC);COVID-19Simulator;;2020; Universidad Distrital Francisco José de Caldas; SERGIO A ROJAS GALEANO;
195;879;LABORATORIO DE AUTOMATICA, E INTELIGENCIA COMPUTACIONAL ( LAMIC);ForumForte;Colombia;2015; ; SERGIO A ROJAS GALEANO, CHRISTIAN GERMAN MOGOLLON PINZON;
196;879;LABORATORIO DE AUTOMATICA, E INTELIGENCIA COMPUTACIONAL ( LAMIC);GOLDENBERRY-GA;Colombia;2014; ; SERGIO A ROJAS GALEANO, HENRY ALBERTO DIOSA, LEIDY PATRICIA GARZON RODRIGUEZ;
197;879;LABORATORIO DE AUTOMATICA, E INTELIGENCIA COMPUTACIONAL ( LAMIC);GOLDENBERRY 1.0;Colombia;2014; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; SERGIO A ROJAS GALEANO, NESTOR RODRIGUEZ;
198;879;LABORATORIO DE AUTOMATICA, E INTELIGENCIA COMPUTACIONAL ( LAMIC);SIMULADOR DE ESTACION DE TRANSMILENIO MEDIANTE AUTOMATA CELULAR;Colombia;2014; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; SERGIO A ROJAS GALEANO;
199;879;LABORATORIO DE AUTOMATICA, E INTELIGENCIA COMPUTACIONAL ( LAMIC);Algoritmo de segmentación de imágenes basado en clasificación multiescala;Colombia;2003; ; HENRY ANTONIO RONCANCIO VELANDIA;
200;879;LABORATORIO DE AUTOMATICA, E INTELIGENCIA COMPUTACIONAL ( LAMIC);IRISID v1.8;Colombia;2002; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; PEDRO ENRIQUE CASTRO HERNANDEZ, HECTOR EMERSON CARRANZA QUIROGA;
201;879;LABORATORIO DE AUTOMATICA, E INTELIGENCIA COMPUTACIONAL ( LAMIC);Control Design: Software para el Diseño de Compensadores bajo Matlab v.5.3;Colombia;2001; Recursos Propios/Universidad Distrital; JOSE JULIAN GONZALEZ, CARLOS ALBERTO GARCIA, VICTOR HUGO GRISALES PALACIO;
202;858;NIDE - Nucleo de Investigación en Datos Espaciales;STMedianPolish 0.2;Colombia;2017; ; WILLIAM MARTINEZ BLANCO, CARLOS EDUARDO MELO MARTINEZ;
203;858;NIDE - Nucleo de Investigación en Datos Espaciales;FUSATIMA;Colombia;2016; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; RUBEN JAVIER MEDINA DAZA, NELSON ENRIQUE VERA PARRA;
204;858;NIDE - Nucleo de Investigación en Datos Espaciales;Quick STEP;Colombia;2016; ; SALOMON EISTEIN RAMIREZ FERNANDEZ;
205;858;NIDE - Nucleo de Investigación en Datos Espaciales;geospt 1.0-2;Colombia;2012; ; CARLOS EDUARDO MELO MARTINEZ, ALI SANTACRUZ DELGADO, OSCAR ORLANDO MELO MARTINEZ;
206;858;NIDE - Nucleo de Investigación en Datos Espaciales;Sistema Integrado para Proyectos de Telemedicina;Colombia;2008; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; PAULO CESAR CORONADO SANCHEZ, LILIA EDITH APARICIO PICO;
207;9868;MULTIMEDIA INTERACTIVA Y ANIMACIÓN DIGITAL;DAPP-ICDH;Colombia;2020; UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS; PAULO ALONSO GAONA GARCIA, CARLOS ENRIQUE MONTENEGRO MARIN;
