,COD_RH,                 GRUPO,                TITULO,                PAIS,                ISSN,                AÑO,                AUTORES,Unnamed: 7,Cuartil,Publindex
2966,16507,ITI: Innovación en Tecnologías de Información, COMPUTATIONAL ANALYSIS OF RESISTANCE MUTATIONS IN THE HEPATITIS C VIRUS,Colombia,1794211X,2018," KARINA ALEJANDRA SALVATIERRA, HECTOR ARTURO FLOREZ FERNANDEZ",,No Clasificado,C
2967,16507,ITI: Innovación en Tecnologías de Información, FRAMEWORK FOR SUPPORTING THE CREATION OF MARKETING STRATEGIES,Japón,13434500,2017," MARIA DEL PILAR VILLAMIL GIRALDO, HECTOR ARTURO FLOREZ FERNANDEZ",,No Clasificado,No Clasificado
2968,16507,ITI: Innovación en Tecnologías de Información, BIOINFORMATICS STUDY OF MUTATIONS OF RESISTANCE TO ANTIVIRALS IN THE NS5A GEN OF HCV.,Japón,13434500,2017," HECTOR ARTURO FLOREZ FERNANDEZ, KARINA ALEJANDRA SALVATIERRA",,No Clasificado,No Clasificado
2969,16507,ITI: Innovación en Tecnologías de Información, PATHOGEN SEQUENCE SIGNATURE ANALYSIS (PSSA): A SOFTWARE TOOL FOR ANALYZING SEQUENCES TO IDENTIFY MICROORGANISM GENOTYPES,Inglaterra,20461402,2017," KARINA ALEJANDRA SALVATIERRA, HECTOR ARTURO FLOREZ FERNANDEZ",,Q1,No Clasificado
2970,16507,ITI: Innovación en Tecnologías de Información," GEOPHYSICAL AND BOTANICAL MONITORING OF SIMULATED GRAVES IN A TROPICAL RAINFOREST, COLOMBIA, SOUTH AMERICA",,09269851,2016," MIGUEL ARNULFO SAUMETT LEON, CARLOS MARTIN MOLINA GALLEGO, JAMIE PRINGLE, GETHIN EVANS",,Q2,No Clasificado
2971,16507,ITI: Innovación en Tecnologías de Información, GENETIC CHARACTERIZATION OF INFLUENZA VIRUSES FROM INFLUENZA-RELATED HOSPITAL ADMISSIONS IN THE ST. PETERSBURG AND VALENCIA SITES OF THE GLOBAL INFLUENZA HOSPITAL SURVEILLANCE NETWORK DURING THE 2013/14 INFLUENZA SEASON,Países Bajos,13866532,2016," KARINA ALEJANDRA SALVATIERRA, FRANCISCO XAVIER LOPEZ LABRADOR, ANGELS NATIVIDAD SANCHO, MARIA PISAREVA, ANDREY KOMISSAROV, ARTEM FADEEV, ANDRES MOYA, MIKHAIL GRUDININ, DOMINGO JAVIER DIEZ, OLGA AFANASIEVA, NADEZHDA KONOVALOVA",,Q1,No Clasificado
2972,16507,ITI: Innovación en Tecnologías de Información,        28.- Corto (Resumen): ASSESSMENT OF THE ILLUMINA MISEQ MASSIVELY PARALLEL SEQUENCING PLATFORM FOR SIMULTANEOUS ANALYSIS OF HEPATITIS C VIRUS RESISTANCE TO ALL DIRECT-ACTING ANTIVIRALS COMBINATION REGIMES,Países Bajos,13866532,2016," KARINA ALEJANDRA SALVATIERRA, VERONICA SALUDES, G RECH, L SUMOY, ALEJANDRO ARTACHO, R M MORILLAS, MARINA BERENGUER, ELISA MARTRO, FRANCISCO XAVIER LOPEZ LABRADOR",,Q1,No Clasificado
2973,16507,ITI: Innovación en Tecnologías de Información, PREVALENCE OF HEPATITIS B AND C INFECTIONS IN HEMODIALYSIS PATIENTS,Inglaterra,20461402,2016," HECTOR ARTURO FLOREZ FERNANDEZ, KARINA ALEJANDRA SALVATIERRA",,Q1,No Clasificado
2974,16507,ITI: Innovación en Tecnologías de Información, BIOMEDICAL MUTATION ANALYSIS (BMA): A SOFTWARE TOOL FOR ANALYZING MUTATIONS ASSOCIATED WITH ANTIVIRAL RESISTANCE,Inglaterra,20461402,2016," KARINA ALEJANDRA SALVATIERRA, HECTOR ARTURO FLOREZ FERNANDEZ",,Q1,No Clasificado
2975,16507,ITI: Innovación en Tecnologías de Información, ANÁLISIS DEL VIRUS DE LA HEPATITIS C EN PACIENTES EN HEMODIÁLISIS,Colombia,01239392,2016," HECTOR ARTURO FLOREZ FERNANDEZ, KARINA ALEJANDRA SALVATIERRA",,Q4,B
2976,16507,ITI: Innovación en Tecnologías de Información," COMPREHENSIVE SCREENING FOR NATURALLY-OCCURRING HEPATITIS C VIRUS RESISTANCE TO DIRECT-ACTING ANTIVIRALS IN THE NS3, NS5A AND NS5B GENES IN WORLDWIDE ISOLATES FROM VIRAL GENOTYPES 1-6.",,10986596,2016," KARINA ALEJANDRA SALVATIERRA, JUAN ANGEL PATINO, FRANCISCO XAVIER LOPEZ LABRADOR, FERNANDO GONZALEZ CANDELAS",,Q1,No Clasificado
2977,16507,ITI: Innovación en Tecnologías de Información, A CATALOG OF AUTOMATED ANALYSIS METHODS FOR ENTERPRISE MODELS,Alemania,21931801,2016," HECTOR ARTURO FLOREZ FERNANDEZ, MARIO EDUARDO SANCHEZ PUCCINI, JORGE ALBERTO VILLALOBOS SALCEDO",,No Clasificado,No Clasificado
2978,16507,ITI: Innovación en Tecnologías de Información," GEOPHYSICAL MONITORING OF SIMULATED GRAVES WITH RESISTIVITY, MAGNETIC SUSCEPTIBILITY, CONDUCTIVITY AND GPR  IN COLOMBIA, SOUTH AMERICA",,03790738,2016," MIGUEL ARNULFO SAUMETT LEON, CARLOS MARTIN MOLINA GALLEGO, JAMIE PRINGLE, GETHIN EVANS",,Q1,No Clasificado
2979,16507,ITI: Innovación en Tecnologías de Información,        35.- Corto (Resumen): ANÁLISIS COMPUTACIONAL DE MUTACIONES DE RESISTENCIAS A INHIBIDORES DE LA PROTEASA NS3 Y POLIMERASA NS5B DEL VIRUS DE LA HEPATITIS C,Colombia,01204157,2015," KARINA ALEJANDRA SALVATIERRA, HECTOR ARTURO FLOREZ FERNANDEZ",,Q3,B
2980,16507,ITI: Innovación en Tecnologías de Información, METAMODELS COMPOSITION STRATEGY FOR THE MODEL DRIVEN ENGINEERING CONTEXT,Colombia,0123921X,2015, HECTOR ARTURO FLOREZ FERNANDEZ,,No Clasificado,A2
2981,16507,ITI: Innovación en Tecnologías de Información," PRELIMINARY RESULTS OF SEQUENTIAL MONITORING OF SIMULATED CLANDESTINE GRAVES IN COLOMBIA, SOUTH AMERICA, USING GROUND PENETRATING RADAR AND BOTANY",,03790738,2015," MIGUEL ARNULFO SAUMETT LEON, CARLOS MARTIN MOLINA GALLEGO, ORLANDO HERNANDEZ PARDO, JAMIE PRINGLE",,Q1,No Clasificado
2982,16507,ITI: Innovación en Tecnologías de Información, COMMUNICATION OF MOBILE DEVICES THROUGH BLUETOOTH TECHNOLOGY,Colombia,1794211X,2014," JUAN CARLOS JOYA CARVAJAL, HECTOR ARTURO FLOREZ FERNANDEZ",,No Clasificado,C
2983,16507,ITI: Innovación en Tecnologías de Información, SCENT-BASED COLOR IDENTIFICATION FOR PATIENTS WITH VISUAL DISABILITY,Colombia,19099746,2014, HECTOR ARTURO FLOREZ FERNANDEZ,,No Clasificado,C
2984,16507,ITI: Innovación en Tecnologías de Información, MODELO DE NEGOCIO EXITOSO EN E-BUSINESS,Colombia,1794211X,2014, HECTOR ARTURO FLOREZ FERNANDEZ,,No Clasificado,C
2985,16507,ITI: Innovación en Tecnologías de Información, AN APPROACH TO THE CO-CREATION OF MODELS AND METAMODELS IN ENTERPRISE ARCHITECTURE PROJECTS,Suiza,16601769,2014," PAOLA ANDREA GOMEZ BARRETO, MARIO EDUARDO SANCHEZ PUCCINI, HECTOR ARTURO FLOREZ FERNANDEZ, JORGE ALBERTO VILLALOBOS SALCEDO",,Q3,No Clasificado
2986,16507,ITI: Innovación en Tecnologías de Información, EMBRACING IMPERFECTION IN ENTERPRISE ARCHITECTURE MODELS,Estados Unidos,16130073,2013," HECTOR ARTURO FLOREZ FERNANDEZ, MARIO EDUARDO SANCHEZ PUCCINI, JORGE ALBERTO VILLALOBOS SALCEDO",,-,No Clasificado
2987,16507,ITI: Innovación en Tecnologías de Información, ADAPTING MODELS IN METAMODELS COMPOSITION PROCESSES,Colombia,1794211X,2013, HECTOR ARTURO FLOREZ FERNANDEZ,,No Clasificado,C
2988,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Lessons Learned: Measurement of the Impact of Covid-19 Post-pandemic,,18650929,2023, ROBERTO FERRO ESCOBAR,,Q4,No Clasificado
2989,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), A Bibliometric Study of Scientific Production on Self-Sovereign Identity,Colombia,0121750X,2023," ROBERTO ALBEIRO PAVA DIAZ, LUIS FERNANDO NINO VASQUEZ, RAFAEL VICENTE PAEZ MENDEZ",,No Clasificado,C
2990,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER)," Organizational Performance From The Knowledge Management Perspective, An Approach To Its Measurement",,1305578X,2022," ORLANDO GARCIA HURTADO, ANGELA IVON BUSTAMANTE AMAYA, ROBERTO FERRO ESCOBAR",,No Clasificado,No Clasificado
2991,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER)," Organizational Performance From The Knowledge Management Perspective, An Approach To Its Measurement",,1305578X,2022," ROBERTO FERRO ESCOBAR, ORLANDO GARCIA HURTADO, ANGELA IVON BUSTAMANTE AMAYA",,No Clasificado,No Clasificado
2992,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Didactic Proposal For Learning Finite Element Methods,Turquía,1305578X,2022," ORLANDO GARCIA HURTADO, WILSON GORDILLO THIRIAT, WILSON JAIRO PINZON CASALLAS",,No Clasificado,No Clasificado
2993,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Didactic Strategies For The Understanding Of The Kalman Filter In Industrial Instrumentation Systems,Turquía,1305578X,2022," ORLANDO GARCIA HURTADO, JULIAN ROLANDO CAMARGO LOPEZ, OSCAR DAVID FLOREZ CEDIEL",,No Clasificado,No Clasificado
2994,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Teaching Financial Mathematics With Plausible Reasoning,Turquía,1305578X,2022," ORLANDO GARCIA HURTADO, WILSON GORDILLO THIRIAT, WILSON JAIRO PINZON CASALLAS",,No Clasificado,No Clasificado
2995,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Teaching Partial Differential Equations With Didactic Situations,Turquía,1305578X,2022, ORLANDO GARCIA HURTADO,,No Clasificado,No Clasificado
2996,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), The Montecarlo Method In The Teaching Of Financial Mathematics,Turquía,1305578X,2022," ROBERTO MANUEL POVEDA CHAVES, ORLANDO GARCIA HURTADO",,No Clasificado,No Clasificado
2997,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Non-Routine Problems For Sixth Grade Activities That Improve Learning Of School Mathematics,Turquía,1305578X,2022," JORGE HARVEY RINCON CASTILLO, ORLANDO GARCIA HURTADO",,No Clasificado,No Clasificado
2998,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Exact And Approximate Sequential Methods In Solving The Quadratic Assignment Problem,Turquía,1305578X,2022," ROBERTO MANUEL POVEDA CHAVES, ORLANDO GARCIA HURTADO",,No Clasificado,No Clasificado
2999,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER)," Artificial Intelligence, Case Study: Detection of Diabetic Retinopathy Through a Neuronal Networks in Citizens of Bogotá-Colombia",,18650929,2022," ROBERTO FERRO ESCOBAR, RICARDO ALIRIO GONZALEZ BUSTAMANTE, DIEGO ALEJANDRO BARRAGAN VARGAS",,Q4,No Clasificado
3000,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Modelo para la implementación de una plataforma de IoT para el conocimiento del riesgo,Colombia,01233033,2022," EDGAR ALIRIO AGUIRRE BUENAVENTURA, ROBERTO FERRO ESCOBAR",,No Clasificado,C
3001,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Modelo para la implementación de una plataforma de IoT para el conocimiento del riesgo,Colombia,01233033,2022, EDGAR ALIRIO AGUIRRE BUENAVENTURA,,No Clasificado,C
3002,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Didactic System For Teaching Microcontrollers,Turquía,1305578X,2022," JULIAN ROLANDO CAMARGO LOPEZ, ORLANDO GARCIA HURTADO, MIGUEL ANDRES DIAZ OSORIO",,No Clasificado,No Clasificado
3003,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Some Applications Of Linear Algebra To Genetics,Turquía,1305578X,2022," ORLANDO GARCIA HURTADO, WILSON GORDILLO THIRIAT, WILSON JAIRO PINZON CASALLAS",,No Clasificado,No Clasificado
3004,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), What strategy can you follow Bogotá to be an intelligent city?,Colombia,19099746,2021," RICARDO ALIRIO GONZALEZ BUSTAMANTE, ROBERTO FERRO ESCOBAR",,No Clasificado,C
3005,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Classification of Healthy Persons and Persons with Ulnar Syndrome by Means of Electromyographic Signals Feeding an Artificial Neural Network,Colombia,09743154,2021," DIEGO ALEJANDRO BARRAGAN VARGAS, ROBERTO FERRO ESCOBAR, JORGE ENRIQUE SALAMANCA CESPEDES",,No Clasificado,No Clasificado
3006,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER)," Design of an Active Band-Pass Filter for the Analysis of Electromyographic Signals Derived from the Median Nerve, Using Genetic Algorithms",,09734562,2021," DIEGO ALEJANDRO BARRAGAN VARGAS, ROBERTO FERRO ESCOBAR, RICARDO MARIO GALAN SUAREZ",,No Clasificado,No Clasificado
3007,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Classification of Healthy Persons and Persons with Ulnar Syndrome by Means of Electromyographic Signals Feeding an Artificial Neural Network,India,09743154,2021," DIEGO ALEJANDRO BARRAGAN VARGAS, ROBERTO FERRO ESCOBAR",,No Clasificado,No Clasificado
3008,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER)," Design of an Active Band-Pass Filter for the Analysis of Electromyographic Signals Derived from the Median Nerve, Using Genetic Algorithms",,09734562,2021," DIEGO ALEJANDRO BARRAGAN VARGAS, ROBERTO FERRO ESCOBAR",,No Clasificado,No Clasificado
3009,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Methods of Data Encryption for Use in Safe Space Information,Colombia,18761100,2021, ROBERTO FERRO ESCOBAR,,Q4,No Clasificado
3010,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Proposal for the Implementation of a Business Intelligence Tool to Detect Cases of Student Desertion at the Francisco Jose de Caldas District University,Colombia,18761100,2021, ROBERTO FERRO ESCOBAR,,Q4,No Clasificado
3011,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), ANÁLISIS DE METODOLOGÍAS APLICADAS A LA GESTIÓN DE RIESGOS EN PROYECTOS DE DESARROLLO DE SOFTWARE EN COLOMBIA,Colombia,24224324,2021," ROBERTO FERRO ESCOBAR, PAOLA ANDREA ARIAS MURCIA, ALEXANDRA ABUCHAR PORRAS",,No Clasificado,No Clasificado
3012,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Wind Turbine Yaw Angle Controller using Artificial Neural Networks Implemented on Embedded System,Colombia,09734562,2021," DAVID ESTEBAN ALBADAN MOLANO, DIEGO ALEJANDRO BARRAGAN VARGAS, JORGE ENRIQUE SALAMANCA CESPEDES",,No Clasificado,No Clasificado
3013,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Implementation of a spatial database for the calculation of safety indexes for women in public spaces,Turquía,13053515,2021, ORLANDO GARCIA HURTADO,,No Clasificado,No Clasificado
3014,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER)," Activities Based On Non-Routine And Recreational Problems, To Improve The Learning Of School Mathematics.",,13053515,2021, ORLANDO GARCIA HURTADO,,No Clasificado,No Clasificado
3015,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Comparison of Air Quality in Real Time for Urban and Rural Regions through IoT Systems,Colombia,09743154,2020, ROBERTO FERRO ESCOBAR,,No Clasificado,No Clasificado
3016,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Using Decision Tree and Random Forests to Classify Land Coverage in Tomine Reservoir,,22496890,2020, JAVIER FELIPE MONCADA SANCHEZ,,No Clasificado,No Clasificado
3017,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), IPV6 Wireless Networks Challenges and Opportunities for GIS in Smart Cities,,22496890,2020, JAVIER FELIPE MONCADA SANCHEZ,,No Clasificado,No Clasificado
3018,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Network Traffic Modeling in a Wi-Fi System with Intelligent Soil Moisture Sensors (WSN) Using IoT Applications for Potato Crops and ARIMA and SARIMA Time Series,Suiza,20763417,2020," CARLOS ANDRES MARTINEZ ALAYON, ROBERTO FERRO ESCOBAR",,Q2,No Clasificado
3019,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Chess Knight Path Problem Solved by a Parallel Evolutionary Algorithm Implemented in Cuda,Colombia,22498001,2020, ORLANDO GARCIA HURTADO,,No Clasificado,No Clasificado
3020,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Drones and IoT in Support of Precision Agriculture,,22496890,2020, JAVIER FELIPE MONCADA SANCHEZ,,No Clasificado,No Clasificado
3021,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Application of a supervised learning model to analyze the behavior of the environmental variables in a coffee crop,Colombia,23448393,2020," ROBERTO FERRO ESCOBAR, WILLIAM RUIZ MARTINEZ, JAVIER FELIPE MONCADA SANCHEZ",,No Clasificado,No Clasificado
3022,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Drones and Iot in Support of Precision Agriculture,Colombia,22498001,2020," ROBERTO FERRO ESCOBAR, YENNY ESPINOSA GOMEZ, JAVIER FELIPE MONCADA SANCHEZ",,No Clasificado,No Clasificado
3023,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), IPV6 Wireless Networks Challenges and Opportunities for GIS in Smart Cities,Colombia,22498001,2020," ROBERTO FERRO ESCOBAR, YENNY ESPINOSA GOMEZ, JAVIER FELIPE MONCADA SANCHEZ",,No Clasificado,No Clasificado
3024,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Wireless Sensor Networks Integration With IOT To Smart Farm,Colombia,22498001,2020," YENNY ESPINOSA GOMEZ, ROBERTO FERRO ESCOBAR, JAVIER FELIPE MONCADA SANCHEZ",,No Clasificado,No Clasificado
3025,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Wireless Sensor Networks Integration With IOT To Smart Farm,,22496890,2020, JAVIER FELIPE MONCADA SANCHEZ,,No Clasificado,No Clasificado
3026,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Galilean covariance of quantum-classical hybrid systems of the Sudarshan type,Estados Unidos,24699934,2020," ANDRES DARIO BERMUDEZ MANJARRES, NATHALY MARIN MEDINA",,Q1,No Clasificado
3027,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Design and Implementation of a Predial-Web Geocoder with Geostatistical Analysis for Coordinate Approximation,,22496890,2020, JAVIER FELIPE MONCADA SANCHEZ,,No Clasificado,No Clasificado
3028,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Video Marketing con drones,,16469895,2020, JAVIER FELIPE MONCADA SANCHEZ,,Q4,No Clasificado
3029,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Design and Implementation of an Indoor Guidance System for People with Visual Disabilities Consisting of an Intelligent Electronic Cane,Colombia,18761100,2020, ROBERTO FERRO ESCOBAR,,Q4,No Clasificado
3030,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Audio Scene Classification Based on Convolutional Neural Networks: An Evaluation of Multiple Features and Topologies in Short Time Segments,Colombia,18761100,2020, ROBERTO FERRO ESCOBAR,,Q4,No Clasificado
3031,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Audio Scene Classification Based on Convolutional Neural Networks: An Evaluation of Multiple Features and Topologies in Short Time Segments,Colombia,18761100,2020, ROBERTO FERRO ESCOBAR,,Q4,No Clasificado
3032,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Proposal for the Implementation of a Business Intelligence Tool to Detect Cases of Student Desertion at the Francisco Jose de Caldas District University,Colombia,18761100,2020, ROBERTO FERRO ESCOBAR,,Q4,No Clasificado
3033,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Smart cities in collaboration with the internet of things,Colombia,19099746,2020, ROBERTO FERRO ESCOBAR,,No Clasificado,C
3034,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Comparative Analysis of Thematic Accuracy Obtained by Vector Support Machines And Random Forests in the Hydroprado Dam,,22496890,2020, JAVIER FELIPE MONCADA SANCHEZ,,No Clasificado,No Clasificado
3035,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Mathematical Characterization of the Dijkstra Algorithm to Handle the Turntable,,22496890,2020, JAVIER FELIPE MONCADA SANCHEZ,,No Clasificado,No Clasificado
3036,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), A Parallel Solution to the Traveler Agent Problem from the Quadratic Assignment Problem,Colombia,22498001,2020, ORLANDO GARCIA HURTADO,,No Clasificado,No Clasificado
3037,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Comparison of Industrial and Classroom Management Systems using the Model of Cybernetic of Third Order,Colombia,22498001,2020, ORLANDO GARCIA HURTADO,,No Clasificado,No Clasificado
3038,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Lakatos' Heuristics in a Graph Theory Class,Colombia,22498001,2020, ORLANDO GARCIA HURTADO,,No Clasificado,No Clasificado
3039,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), DISPERSION MODELS OF AIR POLLUTANTS. A REVIEW FOR SMART CITIES,,22498001,2020," RICARDO ALFONSO GOMEZ SUAREZ, JOSE IGNACIO RODRIGUEZ MOLANO, LEONARDO EMIRO CONTRERAS BRAVO",,No Clasificado,No Clasificado
3040,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Comparative Analysis of Thematic Accuracy Obtained by Vector Support Machines And Random Forests in the Hydroprado Dam,Colombia,22498001,2020, ORLANDO GARCIA HURTADO,,No Clasificado,No Clasificado
3041,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), From Conjeture to Formalism in the Learning of the Linear Algebra in Engineering Careers,Colombia,22498001,2020, ORLANDO GARCIA HURTADO,,No Clasificado,No Clasificado
3042,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Drones and AR in the Real Estate Market,,22496890,2020, JAVIER FELIPE MONCADA SANCHEZ,,No Clasificado,No Clasificado
3043,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Geveca Servidor Web Espacial para el GeoMarketing,,16469895,2020, JAVIER FELIPE MONCADA SANCHEZ,,Q4,No Clasificado
3044,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Video Marketing con drones,Portugal,16469895,2020," YENNY ESPINOSA GOMEZ, ROBERTO FERRO ESCOBAR, JAVIER FELIPE MONCADA SANCHEZ",,Q4,No Clasificado
3045,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER)," Towards the Design and Implementation of a Smart City in Bogota, Colombia",,01206230,2019, GABRIEL ANDRES ALZATE ACUNA,,Q3,C
3046,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER)," Government and governance in intelligent cities, smart transportation study case in Bogotá Colombia",,20904495,2019, ROBERTO FERRO ESCOBAR,,No Clasificado,No Clasificado
3047,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Linear algebra learning focused on plausible reasoning in engineering programs,Colombia,19099746,2019," ROBERTO MANUEL POVEDA CHAVES, ORLANDO GARCIA HURTADO",,No Clasificado,C
3048,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Work in Progress: Novel Didactic Training Platform for Transistor Devices and Applications,Emiratos Árabes Unidos,00189359,2019, FRANCISCO JAVIER ZAMORA NAVARRO,,Q1,No Clasificado
3049,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), FEM simulation in 3D of electromagnetic interference generated by transmission lines in UAV,,24700010,2019," ANDRES JULIAN MORENO MORENO, ROBERTO FERRO ESCOBAR",,Q1,No Clasificado
3050,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Challenge problems in the characterization of different types of insight present in the solution of mathematical problems,Colombia,19099746,2019," ROBERTO MANUEL POVEDA CHAVES, ORLANDO GARCIA HURTADO",,No Clasificado,C
3051,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Blade design for horizontal axis wind turbine: 3D model.,Colombia,19099746,2019, JORGE ENRIQUE SALAMANCA CESPEDES,,No Clasificado,C
3052,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Smart irrigation: Data capture process based on knowledge management,Colombia,19099746,2019," GABRIEL ANDRES ALZATE ACUNA, ROBERTO FERRO ESCOBAR, OCTAVIO SALCEDO PARRA",,No Clasificado,C
3053,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER)," La educación en energías renovables como alternativa de promoción del compromiso público ascendente entre los indígenas Wayúu del corregimiento Wimpechi, municipio de Uribia, en la AltaGuajira",,01213814,2018, JORGE ENRIQUE SALAMANCA CESPEDES,,No Clasificado,C
3054,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER)," Aprendizaje Basado en Proyectos, una experiencia de aula para la educación energética en estudiantes de ingeniería electrónica",,01213814,2018, JORGE ENRIQUE SALAMANCA CESPEDES,,No Clasificado,C
3055,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER)," La educación en energías renovables como alternativa de promoción del compromiso público ascendente entre los indígenas Wayúu del corregimiento Wimpechi, municipio de Uribia, en la Alta Guajira",,01213814,2018, JORGE ENRIQUE SALAMANCA CESPEDES,,No Clasificado,C
3056,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), De ciudades a ciudades inteligentes,Colombia,01205919,2018, GABRIEL ANDRES ALZATE ACUNA,,No Clasificado,No Clasificado
3057,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Technical Development of a Security Platform for IoT Based on Blockchain,Eslovaquia,18650929,2018," YAKKAY ZUHE BERNAL MENDEZ, ROBERTO FERRO ESCOBAR, JORGE IVAN TAPICHA BEDOYA",,Q4,No Clasificado
3058,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Prevention of Disasters Supported on the Internet of Things and Early Warning Systems,Suiza,03029743,2018, ROBERTO FERRO ESCOBAR,,Q3,No Clasificado
3059,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Analysis on the gamification and implementation of Leap Motion Controller in the I.E.D. Técnico industrial de Tocancipá,Reino Unido,17415659,2018, ROBERTO FERRO ESCOBAR,,Q1,No Clasificado
3060,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER)," Study of Climate Change in Bogota, using Colombia and Global Temperature Data",,09734562,2018," ANDRES JULIAN MORENO MORENO, CESAR ANDREY PERDOMO CHARRY, OSCAR FERNANDO AVILES SANCHEZ",,No Clasificado,No Clasificado
3061,5315,Laboratorio de Investigación y desarrollo en Electrónica y Redes (LIDER), Desing of wind propellers for horizontal axis,Colombia,01211129,2018, JORGE ENRIQUE SALAMANCA CESPEDES,,No Clasificado,A2
