,COD_RH,                 GRUPO,                TITULO,                PAIS,                ISSN,                AÑO,                AUTORES,Unnamed: 7,Cuartil,Publindex
0,1394,GIIRA, Holistic cognitive conflict chain management framework in supply chain management,,01959255,2021, CARLOS ENRIQUE MONTENEGRO MARIN,,Q1,No Clasificado
1,1394,GIIRA, Or-Based Intelligent Decision Support System for E-Commerce,,07181876,2021, CARLOS ENRIQUE MONTENEGRO MARIN,,Q1,No Clasificado
2,1394,GIIRA, Internet of things forensic data analysis using machine learning to identify roots of data scavenging,,0167739X,2021, CARLOS ENRIQUE MONTENEGRO MARIN,,Q1,No Clasificado
3,1394,GIIRA, Recognize and regulate the importance of work-place emotions based on organizational adaptive emotion control,,18736335,2021, CARLOS ENRIQUE MONTENEGRO MARIN,,No Clasificado,No Clasificado
4,1394,GIIRA," Environmental planning based on reduce, reuse, recycle and recover using artificial intelligence",,01959255,2021, CARLOS ENRIQUE MONTENEGRO MARIN,,Q1,No Clasificado
5,1394,GIIRA, Analysis of the influence of politics on work emotion in workplace,,18736335,2021, CARLOS ENRIQUE MONTENEGRO MARIN,,No Clasificado,No Clasificado
6,1394,GIIRA, Approach to the concept of religious freedom. Case study: Colombia (South America),Venezuela,07981015,2020," JUAN PABLO RODRIGUEZ MIRANDA, JUAN MANUEL SANCHEZ CESPEDES",,No Clasificado,No Clasificado
7,1394,GIIRA, Quantitative analysis of intrafamily religious violence in the Bogotá city (Colombia),Venezuela,07981015,2020," JUAN PABLO RODRIGUEZ MIRANDA, JUAN MANUEL SANCHEZ CESPEDES",,No Clasificado,No Clasificado
8,1394,GIIRA, JGraphs: A Toolset to Work with Monte-Carlo Tree Search-Based Algorithms,Singapur,02184885,2020, RUBEN ARISTIDES GONZALEZ CRESPO,,Q3,No Clasificado
9,1394,GIIRA, Problematic Of The Decision-Making Process In The Formulation Of Public Agricultural Policies In Colombia: Review Article,India,22496890,2020," CESAR AUGUSTO GARCIA UBAQUE, JUAN MANUEL SANCHEZ CESPEDES",,No Clasificado,No Clasificado
10,1394,GIIRA," Design, Analysis, and Implementation of an Equalizer Circuit for the Elimination of Voltage Imbalance in a Half-Bridge Boost Converter with Power Factor Correction",,20799292,2020, NANCY YANETH GELVEZ GARCIA,,Q2,No Clasificado
11,1394,GIIRA, Review of Artificial Intelligence Applied in Decision-Making Processes in Agricultural Public Policy,,22279717,2020," JUAN MANUEL SANCHEZ CESPEDES, JUAN PABLO RODRIGUEZ MIRANDA, HELBERT EDUARDO ESPITIA CUCHANGO",,Q2,No Clasificado
12,1394,GIIRA," Análisis bibliométrico de la producción científica sobre la aplicación de las ciencias de datos para la toma de decisiones en análisis de riesgos, 2015-2020",,07981015,2020, JUAN MANUEL SANCHEZ CESPEDES,,No Clasificado,No Clasificado
13,1394,GIIRA, Towards an agriculture solution for product supply chain using blockchain: case study Agrochain with BigchainDB,,16511913,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,Q2,No Clasificado
14,1394,GIIRA, Towards an agriculture solution for product supply chain using blockchain: case study Agrochain with BigchainDB,,16511913,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,Q2,No Clasificado
15,1394,GIIRA, Modelo basado en Reconocimiento De Objetos Tangibles para facilitar Recorridos de Interés en Jardines Botánicos,,16469895,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,Q4,No Clasificado
16,1394,GIIRA, Evaluación del turismo deportivo en la ciudad de Cartagena-Colombia desde la gestión ambiental y las tecnologías de la información y la comunicación.,,16469895,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,Q4,No Clasificado
17,1394,GIIRA, DRONES AND AR IN THE REAL ESTATE MARKET,,22496890,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,No Clasificado,No Clasificado
18,1394,GIIRA," Cultura del empaque en el turismo, aprovechamiento de la vaina de arveja (pisum sativum l) para la fabricación de bandejas biodegradables",,16469895,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,Q4,No Clasificado
19,1394,GIIRA, Modelo de vinculación de datos turísticos aplicado a museos mediante Linked Open Data (LOD),,16469895,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,Q4,No Clasificado
20,1394,GIIRA, MULTITEMPORAL ANALYSIS OF TOTAL COLIFORMS AND ESCHERICHIA COLI IN THE UPPER BASIN OF THE BOGOTÁ RIVER,,00040843,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,Q3,No Clasificado
21,1394,GIIRA, Decision Support Systems (DSS) Applied to the Formulation of Agricultural Public Policies,Colombia,0123921X,2020," JUAN MANUEL SANCHEZ CESPEDES, JUAN PABLO RODRIGUEZ MIRANDA, OLGA LUCIA RAMOS SANDOVAL",,No Clasificado,A2
22,1394,GIIRA, Open-Source Intelligence Educational Resources: A Visual Perspective Analysis,Suiza,20763417,2020," JHON FRANCINED HERRERA CUBIDES, SALVADOR SANCHEZ ALONSO, PAULO ALONSO GAONA GARCIA",,Q2,No Clasificado
23,1394,GIIRA, Optimization of a fuzzy model used for the prevention of floods in homes surrounding zones of risk in the river Magdalena,Países Bajos,10641246,2020," HELBERT EDUARDO ESPITIA CUCHANGO, JUAN MANUEL SANCHEZ CESPEDES",,Q2,No Clasificado
24,1394,GIIRA, Compliance and application tests of usability guidelines about giving information quickly and comprehensibly,Alemania,21994536,2020, RUBEN ARISTIDES GONZALEZ CRESPO,,Q1,No Clasificado
25,1394,GIIRA, Análisis de la producción de publicaciones científicas en inteligencia artificial aplicada a la formulación de Políticas Públicas,Colombia,01242253,2020," JUAN MANUEL SANCHEZ CESPEDES, JUAN PABLO RODRIGUEZ MIRANDA, OCTAVIO SALCEDO PARRA",,No Clasificado,B
26,1394,GIIRA, Use of computational intelligence techniques to predict flooding in places adjacent to the Magdalena River,,24058440,2020," HELBERT EDUARDO ESPITIA CUCHANGO, JUAN MANUEL SANCHEZ CESPEDES",,Q1,No Clasificado
27,1394,GIIRA, Aplicación de la minería de datos para la detección de perfiles de personas desaparecidas en Colombia,,16469895,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,Q4,No Clasificado
28,1394,GIIRA, Aplicación descentralizada para la clasificación de productos basado en IPFS y Blockchain,,16469895,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,Q4,No Clasificado
29,1394,GIIRA, Prototipo informático como soporte a la evaluación ergonómica de trabajadores sobre el área de marketing y diseño,,16469895,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,Q4,No Clasificado
30,1394,GIIRA, Model based on PDP System to simulate the forced displacement phenomenon in the Pacific Alliance,,16511913,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,Q2,No Clasificado
31,1394,GIIRA, PCHET: An Efficient Programmable Cellular Automata Based Hybrid Encryption Technique for Multi-Chat Client-Server Applications,Estados Unidos,22142126,2020, RUBEN ARISTIDES GONZALEZ CRESPO,,Q1,No Clasificado
32,1394,GIIRA, Análisis bibliométrico de la producción científica relacionada con la aplicación de inteligencia artificial en el proceso de formulación de políticas públicas agrarias,Venezuela,07981015,2020," JUAN MANUEL SANCHEZ CESPEDES, JUAN PABLO RODRIGUEZ MIRANDA, DARIO AMAYA HURTADO",,No Clasificado,No Clasificado
33,1394,GIIRA, PyDSLRep: A Domain-Specific Language for Robotic Simulation in V-Rep,Estados Unidos,19326203,2020, RUBEN ARISTIDES GONZALEZ CRESPO,,Q1,No Clasificado
34,1394,GIIRA, Computational method for monitoring pauses exercises in office workers through a vision model,Estados Unidos,18685137,2020," RUBEN ARISTIDES GONZALEZ CRESPO, CARLOS ENRIQUE MONTENEGRO MARIN, PAULO ALONSO GAONA GARCIA",,Q1,No Clasificado
35,1394,GIIRA, Machine Learning Assisted Information Management Scheme in Service Concentrated IoT,,19410050,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,No Clasificado,No Clasificado
36,1394,GIIRA, Computational method for monitoring pauses exercises in office workers through a vision model,,18685137,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,Q1,No Clasificado
37,1394,GIIRA, An Artificial Neural Network Approach for Predicting Hypertension Using NHANES Data,Alemania,20452322,2020, RUBEN ARISTIDES GONZALEZ CRESPO,,Q1,No Clasificado
38,1394,GIIRA, Wearable IoT based cloud assisted framework for swimming persons in health monitoring system,,10461310,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,Q2,No Clasificado
39,1394,GIIRA, Evaluating and recognizing stressful periods and events of urban migrant children from microblog,,10461310,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,Q2,No Clasificado
40,1394,GIIRA," Artificial Intelligence, an Alternative for Generating Agricultural Public Polices in Colombia - A Review",,22496890,2020," JUAN MANUEL SANCHEZ CESPEDES, OLGA LUCIA RAMOS SANDOVAL, JUAN PABLO RODRIGUEZ MIRANDA",,No Clasificado,No Clasificado
41,1394,GIIRA, Physical Education Teaching for Saving Energy in Basketball Sports Athletics using Hidden Markov and Motion Model,Estados Unidos,14678640,2020, RUBEN ARISTIDES GONZALEZ CRESPO,,Q2,No Clasificado
42,1394,GIIRA, Analysis of stress¿s effects on cardiac dynamics: A case study on undergraduate students,,13865056,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,Q1,No Clasificado
43,1394,GIIRA, Composite Monte Carlo Decision Making under High Uncertainty of Novel Coronavirus Epidemic Using Hybridized Deep Learning and Fuzzy Rule Induction,Estados Unidos,15684946,2020, RUBEN ARISTIDES GONZALEZ CRESPO,,Q1,No Clasificado
44,1394,GIIRA, Espacios de solución a problemas en la edad contemporánea,,16469895,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,Q4,No Clasificado
45,1394,GIIRA, Modelo ontológico de navegación Web para personas con discapacidad,,07180764,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,No Clasificado,No Clasificado
46,1394,GIIRA, Image Recognition Model over Augmented Reality Based on Convolutional Neural Networks Through Color-Space Segmentation,,21945357,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,No Clasificado,No Clasificado
47,1394,GIIRA, Viabilidad de las redes neuronales en la dirección de objetos,,16469895,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,Q4,No Clasificado
48,1394,GIIRA, Prototipo de lenguaje de Dominio Especifico para la consulta de dispositivos en redes como estándar basado en Ingeniería Dirigida por Modelos.,,16469895,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,Q4,No Clasificado
49,1394,GIIRA, A Framework for Extractive Text Summarization based on Deep Learning Modified Neural Network Classifier,Estados Unidos,23754699,2020, RUBEN ARISTIDES GONZALEZ CRESPO,,Q2,No Clasificado
50,1394,GIIRA, A Route Selection Approach for Variable Data Transmission in Wireless Sensor Networks,Estados Unidos,15737543,2020, RUBEN ARISTIDES GONZALEZ CRESPO,,No Clasificado,No Clasificado
51,1394,GIIRA, Finding an Accurate Early Forecasting Model from Small Dataset: A Case of 2019-nCoV Novel Coronavirus Outbreak,España,19891660,2020, RUBEN ARISTIDES GONZALEZ CRESPO,,Q2,No Clasificado
52,1394,GIIRA, Emotional Characterization of Children through a Learning Environment using Learning Analytics and AR-Sandbox,Estados Unidos,18685137,2020, RUBEN ARISTIDES GONZALEZ CRESPO,,Q1,No Clasificado
53,1394,GIIRA, Fast Single Image Haze Removal Method for Inhomogeneous Environment Using Variable Scattering Coefficient,Estados Unidos,15261492,2020, RUBEN ARISTIDES GONZALEZ CRESPO,,Q3,No Clasificado
54,1394,GIIRA, Comparative Study on Ant Colony Optimization (ACO) and K-Means Clustering Approaches for Jobs Scheduling and Energy Optimization Model in Internet of Things (IoT),España,19891660,2020, RUBEN ARISTIDES GONZALEZ CRESPO,,Q2,No Clasificado
55,1394,GIIRA, Computational model for organizational learning in research and development centers (R&D),,11373601,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,Q4,No Clasificado
56,1394,GIIRA, Computational Model for Organizational Learning in Research And Development Centers (R&D),,19883064,2020," PAULO ALONSO GAONA GARCIA, CARLOS ENRIQUE MONTENEGRO MARIN",,No Clasificado,No Clasificado
57,1394,GIIRA, UXJs: Tracking and analyzing web usage information with a Javascript oriented approach,Estados Unidos,21693536,2020, RUBEN ARISTIDES GONZALEZ CRESPO,,Q1,No Clasificado
58,1394,GIIRA, Personalized tutoring model through the application of Learning Analytics phases,Estados Unidos,15480992,2020, RUBEN ARISTIDES GONZALEZ CRESPO,,Q3,No Clasificado
59,1394,GIIRA, Prototipos de Lenguaje de Dominio Específico para consulta de configuraciones de dispositivos en redes como estándar basado en Ingeniería Dirigida por Modelos,Portugal,16469895,2020, KAREN ELIANA ANGARITA CASAS,,Q4,No Clasificado
60,1394,GIIRA, ErgoSent: Prototipo informático como soporte a la evaluación ergonómica de trabajadores sobre el área de marketing y diseño,Portugal,16469895,2020, KAREN ELIANA ANGARITA CASAS,,Q4,No Clasificado
61,1394,GIIRA, Herramienta tecnológica para el aprendizaje autónomo de la lengua de señas,Venezuela,07981015,2020," CESAR AUGUSTO HERNANDEZ SUAREZ, JUAN MANUEL SANCHEZ CESPEDES",,No Clasificado,No Clasificado
62,1394,GIIRA, Volatile Fatty Acids Production from Fermentation of Waste Activated Sludge,,22839216,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,Q3,No Clasificado
63,1394,GIIRA, Test usability guidelines and follow conventions. Useful recommendations from Web Developers,Países Bajos,09205489,2020, RUBEN ARISTIDES GONZALEZ CRESPO,,Q1,No Clasificado
64,1394,GIIRA, Wearable IoT based cloud assisted framework for swimming persons in health monitoring system,,10461310,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,Q2,No Clasificado
65,1394,GIIRA, Condiciones de tránsito vehicular y uso de un modelo para la prediucción de ruido por tráfico rodado en un entorno local de la ciudad de Bogotá- Colombia.,,16469895,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,Q4,No Clasificado
66,1394,GIIRA, Navigation of Resources from Tangible Object Recognition to Improve Virtual Tours in Botanical Gardens,,21945357,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,No Clasificado,No Clasificado
67,1394,GIIRA, FabRigo: Modelo informático para el monitoreo y control de rutinas de pausas activas en trbajadores de oficinas por medio del jmodelo PoseNet,,16469895,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,Q4,No Clasificado
68,1394,GIIRA, Testing of a virtualized distributed processing system for the execution of Bio-inspired optimization algorithms,Suiza,20738994,2020, NANCY YANETH GELVEZ GARCIA,,Q2,No Clasificado
69,1394,GIIRA, Multi-Variate Data Fusion Technique for Reducing Sensor Errors in Intelligent Transportation Systems,,15581748,2020, CARLOS ENRIQUE MONTENEGRO MARIN,,No Clasificado,No Clasificado
70,1394,GIIRA, Evaluación del nivel de confianza de los recursos LOD en instancias CKAN,,13865056,2019, CARLOS ENRIQUE MONTENEGRO MARIN,,Q1,No Clasificado
71,1394,GIIRA, Confidence level evaluation of LOD resources on CKAN instances,,19099746,2019, CARLOS ENRIQUE MONTENEGRO MARIN,,No Clasificado,C
72,1394,GIIRA, Security Aspects in Web of Data Based on Trust Principles. A brief of Literature Review,,20760930,2019, CARLOS ENRIQUE MONTENEGRO MARIN,,Q3,No Clasificado
73,1394,GIIRA," ARTIFICIAL INTELLIGENCE, APPLIED IN AGRICULTURE",,09766340,2019," JUAN PABLO RODRIGUEZ MIRANDA, JUAN MANUEL SANCHEZ CESPEDES",,No Clasificado,No Clasificado
74,1394,GIIRA, Security Aspects in Web of Data Based on Trust Principles. A brief of Literature Review,Pakistán,2073607X,2019," CARLOS ENRIQUE MONTENEGRO MARIN, JHON FRANCINED HERRERA CUBIDES, PAULO ALONSO GAONA GARCIA",,Q3,No Clasificado
75,1394,GIIRA, Image Classification Methods Applied in Immersive Environments for Fine Motor Skills Training in Early Education,,19891660,2019, CARLOS ENRIQUE MONTENEGRO MARIN,,Q2,No Clasificado
76,1394,GIIRA, Servicios de procesamiento de lenguaje natural en tecnología asistiva,Venezuela,07981015,2019," JUAN MANUEL SANCHEZ CESPEDES, OCTAVIO SALCEDO PARRA",,No Clasificado,No Clasificado
77,1394,GIIRA, A fuzzy logic model based on Web of Trust to access Linked Open Data resources,Estados Unidos,19366612,2019," KEVIN ALEXANDRE RIANO VARGAS, JORGE IVAN ALONSO ECHEVERRI, PAULO ALONSO GAONA GARCIA, JHON FRANCINED HERRERA CUBIDES",,No Clasificado,No Clasificado
78,1394,GIIRA, Segmentation Methods for Image Classification Using a Convolutional Neural Network on AR-Sandbox,,18684238,2019, CARLOS ENRIQUE MONTENEGRO MARIN,,Q3,No Clasificado
79,1394,GIIRA, Análisis del Modelo Regulatorio de Servicios de Acceso a Internet en Colombia usando Teoría de Juegos,Venezuela,07981015,2019," OCTAVIO SALCEDO PARRA, JUAN MANUEL SANCHEZ CESPEDES",,No Clasificado,No Clasificado
80,1394,GIIRA, Evaluación de registros holter durante 19 horas en el contexto de la teoría de la probabilidad,,07188560,2019, CARLOS ENRIQUE MONTENEGRO MARIN,,No Clasificado,No Clasificado
81,1394,GIIRA, Natural language interface model for the evaluation of ergonomic routines in occupational health (ILENA),Suiza,18685137,2019," RUBEN ARISTIDES GONZALEZ CRESPO, CARLOS ENRIQUE MONTENEGRO MARIN",,Q1,No Clasificado
82,1394,GIIRA, 2008¿2017 Bogota River Water Quality Assessment Based on the Water Quality Index,,20711050,2019, CARLOS ENRIQUE MONTENEGRO MARIN,,Q1,No Clasificado
83,1394,GIIRA, Towards the Construction of a User Unique Authentication Mechanism on LMS Platforms through Model-Driven Engineering (MDE),,10589244,2019," JHON FRANCINED HERRERA CUBIDES, PAULO ALONSO GAONA GARCIA, GEINER ALEXIS SALCEDO SALGADO",,Q3,No Clasificado
84,1394,GIIRA, 2008-2017 Bogotá River Water Quality Assessment based on the Water Quality Index,,20711050,2019, RUBEN ARISTIDES GONZALEZ CRESPO,,Q1,No Clasificado
85,1394,GIIRA, Dealing with group decision making environments that have a high amount of alternatives using card-sorting techniques,,09574174,2019, RUBEN ARISTIDES GONZALEZ CRESPO,,Q1,No Clasificado
86,1394,GIIRA, LMS SaaS: Una Alternativa para la Formación Virtual,Chile,07183291,2019," JHON FRANCINED HERRERA CUBIDES, NANCY YANETH GELVEZ GARCIA, DANILO ALFONSO LOPEZ SARMIENTO",,Q4,No Clasificado
87,1394,GIIRA, Confidence level evaluation of LODresources on CKANinstances,Colombia,19099746,2019," JHON FRANCINED HERRERA CUBIDES, CARLOS ENRIQUE MONTENEGRO MARIN, ALVARO VARON CAPERA, PAULO ALONSO GAONA GARCIA",,No Clasificado,C
88,1394,GIIRA, Abstraction of linked data¿s world,,19099746,2019, CARLOS ENRIQUE MONTENEGRO MARIN,,No Clasificado,C
89,1394,GIIRA, A non-disturbing service to automatically customize notification sending using implicit-feedback,,10589244,2019, RUBEN ARISTIDES GONZALEZ CRESPO,,Q3,No Clasificado
90,1394,GIIRA, Study of a High Order Family: Local Convergence and Dynamics,,22277390,2019, RUBEN ARISTIDES GONZALEZ CRESPO,,Q2,No Clasificado
91,1394,GIIRA, Applying Fuzzy Logic Rules to Predict Computer Attacks on Honeynets,,19366612,2019, PAULO ALONSO GAONA GARCIA,,No Clasificado,No Clasificado
92,1394,GIIRA, Usage of machine learning for strategic decision making at higher educational institutions,,21693536,2019, CARLOS ENRIQUE MONTENEGRO MARIN,,Q1,No Clasificado
93,1394,GIIRA, Decision making model at Higher Educational Institutions based on Machine Learning,,0948695X,2019, CARLOS ENRIQUE MONTENEGRO MARIN,,Q3,No Clasificado
94,1394,GIIRA, Novel Advances in the Development of Machine Learning Solutions for Scientific Programming,,10589244,2019, CARLOS ENRIQUE MONTENEGRO MARIN,,Q3,No Clasificado
95,1394,GIIRA, Sistema IOT para el autodiagnostico de enfermedades del corazón usando evaluación matematica de la dinamica cardiaca basada en la teroria del probabilidad,,16469895,2019, CARLOS ENRIQUE MONTENEGRO MARIN,,Q4,No Clasificado
96,1394,GIIRA, Prototipo de monitoreo basado en inferencia difusa para la prevención de incendios en habitaciones urbanas mediante tecnologías IoT,,16469895,2019, CARLOS ENRIQUE MONTENEGRO MARIN,,Q4,No Clasificado
97,1394,GIIRA, Analysing compliance and application of usability guidelines on efficient and understandable controls,,09205489,2019, RUBEN ARISTIDES GONZALEZ CRESPO,,Q1,No Clasificado
98,1394,GIIRA, A Fuzzy Logic Model Based on Web of Trust to Access Linked Open Data Resources,,19366612,2019," PAULO ALONSO GAONA GARCIA, JHON FRANCINED HERRERA CUBIDES",,No Clasificado,No Clasificado
99,1394,GIIRA, Highly efficient family of iterative methods for solving nonlinear model,,03770427,2019, RUBEN ARISTIDES GONZALEZ CRESPO,,Q2,No Clasificado
100,1394,GIIRA, Biometric Iris Recognition Using Radial Basis Function Neural Network,,14327643,2019, RUBEN ARISTIDES GONZALEZ CRESPO,,Q2,No Clasificado
101,1394,GIIRA, Platform for controlling and getting data from network connected drones in indoor environments,,0167739X,2019, RUBEN ARISTIDES GONZALEZ CRESPO,,Q1,No Clasificado
102,1394,GIIRA, Analysing compliance and application of usability guidelines and follow conventions recommendations by Web Developers,,09205489,2019, RUBEN ARISTIDES GONZALEZ CRESPO,,Q1,No Clasificado
103,1394,GIIRA, Agile development of quiz-based multiplatform educational games using a Domain-Specific Language,,16155289,2019, RUBEN ARISTIDES GONZALEZ CRESPO,,Q2,No Clasificado
104,1394,GIIRA, Fuzzy Logic Expert System for Selecting Robotic Hands using Kinematic Parameters,,18685137,2019, RUBEN ARISTIDES GONZALEZ CRESPO,,Q1,No Clasificado
105,1394,GIIRA, Identifying students at risk of failing a subject using Learning Analytics for subsequent customised tutoring,,20763417,2019, RUBEN ARISTIDES GONZALEZ CRESPO,,Q2,No Clasificado
106,1394,GIIRA, Herramienta Pedagógica basada en el desarrollo de una aplicación informática para la mejora del aprendizaje en matemática avanzada,,00349461,2019, RUBEN ARISTIDES GONZALEZ CRESPO,,Q2,No Clasificado
107,1394,GIIRA, Hyperparameter Optimization for Image Recognition over an AR-Sandbox Based on Convolutional Neural Networks Applying a Previous Phase of Segmentation by Color-Space,Suiza,20738994,2018," ANDRES OVIDIO RESTREPO RODRIGUEZ, DANIEL ESTEBAN CASAS MATEUS, PAULO ALONSO GAONA GARCIA, CARLOS ENRIQUE MONTENEGRO MARIN, RUBEN ARISTIDES GONZALEZ CRESPO",,Q2,No Clasificado
108,1394,GIIRA, Hyperparameter Optimization for Image Recognition over an AR-Sandbox Based on Convolutional Neural Networks Applying a Previous Phase of Segmentation by Color¿Space,,20738994,2018, RUBEN ARISTIDES GONZALEZ CRESPO,,Q2,No Clasificado
109,1394,GIIRA, Optimized Test Suites for Automated Testing using Different Optimization Techniques,,14327643,2018, RUBEN ARISTIDES GONZALEZ CRESPO,,Q2,No Clasificado
110,1394,GIIRA, Uso de lógica difusa como estrategia para evaluar la confianza y accesibilidad de los DataSet publicados en SPARQL Endpoints,Colombia,17944953,2018," PAULO ALONSO GAONA GARCIA, JHON FRANCINED HERRERA CUBIDES, CARLOS ENRIQUE MONTENEGRO MARIN",,No Clasificado,C
111,1394,GIIRA, Análisis del despacho económico de energía eléctrica en Colombia usando Teoría de Juegos,Brasil,07981015,2018," OCTAVIO SALCEDO PARRA, JUAN MANUEL SANCHEZ CESPEDES",,No Clasificado,No Clasificado
112,1394,GIIRA, Recommendations to design web pages for people with Down Syndrome,,14248220,2018, RUBEN ARISTIDES GONZALEZ CRESPO,,Q1,No Clasificado
113,1394,GIIRA," Analysis and Economic Evaluation of the Invasion of the Public Space with Improvements of Particulars, Case Study Urbanization Fuente Del Dorado",,13147641,2018," JAVIER FELIPE MONCADA SANCHEZ, CARLOS ENRIQUE MONTENEGRO MARIN",,No Clasificado,No Clasificado
114,1394,GIIRA, A recommender system based on implicit feedback for selective dissemination of eBooks,,00200255,2018, RUBEN ARISTIDES GONZALEZ CRESPO,,Q1,No Clasificado
115,1394,GIIRA, Security for the Internet of Things and the Bluetooth Protocol,Suiza,03029743,2018," OCTAVIO SALCEDO PARRA, JUAN MANUEL SANCHEZ CESPEDES",,Q3,No Clasificado
116,1394,GIIRA, Design specific user interfaces for people with Down Syndrome using suitable WCAG 2.0 guidelines,,18685137,2018, RUBEN ARISTIDES GONZALEZ CRESPO,,Q1,No Clasificado
117,1394,GIIRA, Penetración de Internet en Colombia: Aproximación formal mediante un modelo de teoría de juegos,Venezuela,07981015,2018," OCTAVIO SALCEDO PARRA, JUAN MANUEL SANCHEZ CESPEDES",,No Clasificado,No Clasificado
118,1394,GIIRA, Fuzzy Logic Models for Non-Programmed Decision-Making in Personnel Selection Processes Based on Gamification,Países Bajos,10641246,2018, CARLOS ENRIQUE MONTENEGRO MARIN,,Q2,No Clasificado
119,1394,GIIRA, Análisis de la Subasta del Dividendo Digital (700 MHz) para la Implementación de IMT en Colombia,Brasil,07981015,2018," OCTAVIO SALCEDO PARRA, JUAN MANUEL SANCHEZ CESPEDES",,No Clasificado,No Clasificado
120,1394,GIIRA, A clustering WSN routing protocol based on k-d tree algorithm,,14248220,2018, RUBEN ARISTIDES GONZALEZ CRESPO,,Q1,No Clasificado
121,1394,GIIRA, Issues of Visual Search Methods in Digital Repositories,España,19891660,2018, CARLOS ENRIQUE MONTENEGRO MARIN,,Q2,No Clasificado
122,1394,GIIRA, Residue properties for the arithmetical estimation of the image quantization table,,15684946,2018, RUBEN ARISTIDES GONZALEZ CRESPO,,Q1,No Clasificado
123,1394,GIIRA, Issues of Visual Search Methods in Digital Repositories,España,19891660,2018, CARLOS ENRIQUE MONTENEGRO MARIN,,Q2,No Clasificado
124,1394,GIIRA, Issues of Visual Search Methods in Digital Repositories,España,19891660,2018, CARLOS ENRIQUE MONTENEGRO MARIN,,Q2,No Clasificado
125,1394,GIIRA, Issues of Visual Search Methods in Digital Repositories,España,19891660,2018, CARLOS ENRIQUE MONTENEGRO MARIN,,Q2,No Clasificado
126,1394,GIIRA, Rapid Modeling of Human-defined AI Behavior Patterns in Games,,18685137,2018, RUBEN ARISTIDES GONZALEZ CRESPO,,Q1,No Clasificado
127,1394,GIIRA, Decentralized Online Simultaneous Localization and Mapping for Multi-Agent Systems,,14248220,2018, RUBEN ARISTIDES GONZALEZ CRESPO,,Q1,No Clasificado
128,1394,GIIRA, Pronóstico de Oportunidades de Espectro Radioeléctrico en una Red Móvil con base en el Modelo de Propagación Interino de la Universidad de Stanford,Brasil,07180764,2018," JUAN MANUEL SANCHEZ CESPEDES, LUIS FERNANDO PEDRAZA MARTINEZ, CESAR AUGUSTO HERNANDEZ SUAREZ",,No Clasificado,No Clasificado
129,1394,GIIRA, Towards the construction of a mechanism supported in fuzzy logic to evaluate the viability of business under the canvas model,Colombia,01208160,2018," PAULO ALONSO GAONA GARCIA, CARLOS ENRIQUE MONTENEGRO MARIN, LAURA DANIELA ACOSTA CONTRERAS, ANDRES RICARDO BARRETO LOPEZ",,No Clasificado,B
130,1394,GIIRA, Hyperparameter optimization for image recognition over an AR-Sandbox based on convolutional neural networks applying a previous phase of segmentation by color-space,Suiza,20738994,2018," CARLOS ENRIQUE MONTENEGRO MARIN, PAULO ALONSO GAONA GARCIA",,Q2,No Clasificado
131,1394,GIIRA, Linked Data: Qué sucede con la Heterogeneidad y la Interoperabilidad,Colombia,01221701,2018," JHON FRANCINED HERRERA CUBIDES, PAULO ALONSO GAONA GARCIA, SALVADOR SANCHEZ ALONSO",,No Clasificado,C
132,1394,GIIRA, Pulse width Prediction Control Technique Applied to a Half-Bridge Boost,Colombia,19093667,2018, NANCY YANETH GELVEZ GARCIA,,No Clasificado,C
133,1394,GIIRA," Analysis and Economic Evaluation of the Invasion of the Public Space with Improvements of Particulars, Case Study Urbanization Fuente Del Dorado",,13147641,2018," PAULO ALONSO GAONA GARCIA, CARLOS ENRIQUE MONTENEGRO MARIN, JAVIER FELIPE MONCADA SANCHEZ",,No Clasificado,No Clasificado
