COD_RH;                 GRUPO;                TITULO;                PAIS;                ISSN;                AÑO;                AUTORES;
1394;GIIRA;;cados;culos pub;;;
Artí;los publicado;;;;;;
1394;GIIRA; Holistic cognitive conflict chain management framework in supply chain management;;0195-9255;2021; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Or-Based Intelligent Decision Support System for E-Commerce;;0718-1876;2021; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Internet of things forensic data analysis using machine learning to identify roots of data scavenging;;0167-739X;2021; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Recognize and regulate the importance of work-place emotions based on organizational adaptive emotion control;;1873-6335;2021; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Environmental planning based on reduce, reuse, recycle and recover using artificial intelligence;;0195-9255;2021; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Analysis of the influence of politics on work emotion in workplace;;1873-6335;2021; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Approach to the concept of religious freedom. Case study: Colombia (South America);Venezuela;0798-1015;2020; JUAN PABLO RODRIGUEZ MIRANDA, JUAN MANUEL SANCHEZ CESPEDES;
1394;GIIRA; Quantitative analysis of intrafamily religious violence in the Bogotá city (Colombia);Venezuela;0798-1015;2020; JUAN PABLO RODRIGUEZ MIRANDA, JUAN MANUEL SANCHEZ CESPEDES;
1394;GIIRA; JGraphs: A Toolset to Work with Monte-Carlo Tree Search-Based Algorithms;Singapur;0218-4885;2020; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Problematic Of The Decision-Making Process In The Formulation Of Public Agricultural Policies In Colombia: Review Article;India;2249-6890;2020; CESAR AUGUSTO GARCIA UBAQUE, JUAN MANUEL SANCHEZ CESPEDES;
1394;GIIRA; Design, Analysis, and Implementation of an Equalizer Circuit for the Elimination of Voltage Imbalance in a Half-Bridge Boost Converter with Power Factor Correction;;2079-9292;2020; NANCY YANETH GELVEZ GARCIA;
1394;GIIRA; Review of Artificial Intelligence Applied in Decision-Making Processes in Agricultural Public Policy;;2227-9717;2020; JUAN MANUEL SANCHEZ CESPEDES, JUAN PABLO RODRIGUEZ MIRANDA, HELBERT EDUARDO ESPITIA CUCHANGO;
1394;GIIRA; Análisis bibliométrico de la producción científica sobre la aplicación de las ciencias de datos para la toma de decisiones en análisis de riesgos, 2015-2020;;0798-1015;2020; JUAN MANUEL SANCHEZ CESPEDES;
1394;GIIRA; Towards an agriculture solution for product supply chain using blockchain: case study Agrochain with BigchainDB;;1651-1913;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Towards an agriculture solution for product supply chain using blockchain: case study Agrochain with BigchainDB;;1651-1913;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Modelo basado en Reconocimiento De Objetos Tangibles para facilitar Recorridos de Interés en Jardines Botánicos;;1646-9895;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Evaluación del turismo deportivo en la ciudad de Cartagena-Colombia desde la gestión ambiental y las tecnologías de la información y la comunicación.;;1646-9895;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; DRONES AND AR IN THE REAL ESTATE MARKET;;2249-6890;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Cultura del empaque en el turismo, aprovechamiento de la vaina de arveja (pisum sativum l) para la fabricación de bandejas biodegradables;;1646-9895;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Modelo de vinculación de datos turísticos aplicado a museos mediante Linked Open Data (LOD);;1646-9895;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; MULTITEMPORAL ANALYSIS OF TOTAL COLIFORMS AND ESCHERICHIA COLI IN THE UPPER BASIN OF THE BOGOTÁ RIVER;;0004-0843;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Decision Support Systems (DSS) Applied to the Formulation of Agricultural Public Policies;Colombia;0123-921X;2020; JUAN MANUEL SANCHEZ CESPEDES, JUAN PABLO RODRIGUEZ MIRANDA, OLGA LUCIA RAMOS SANDOVAL;
1394;GIIRA; Open-Source Intelligence Educational Resources: A Visual Perspective Analysis;Suiza;2076-3417;2020; JHON FRANCINED HERRERA CUBIDES, SALVADOR SANCHEZ ALONSO, PAULO ALONSO GAONA GARCIA;
1394;GIIRA; Optimization of a fuzzy model used for the prevention of floods in homes surrounding zones of risk in the river Magdalena;Países Bajos;1064-1246;2020; HELBERT EDUARDO ESPITIA CUCHANGO, JUAN MANUEL SANCHEZ CESPEDES;
1394;GIIRA; Compliance and application tests of usability guidelines about giving information quickly and comprehensibly;Alemania;2199-4536;2020; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Análisis de la producción de publicaciones científicas en inteligencia artificial aplicada a la formulación de Políticas Públicas;Colombia;0124-2253;2020; JUAN MANUEL SANCHEZ CESPEDES, JUAN PABLO RODRIGUEZ MIRANDA, OCTAVIO SALCEDO PARRA;
1394;GIIRA; Use of computational intelligence techniques to predict flooding in places adjacent to the Magdalena River;;2405-8440;2020; HELBERT EDUARDO ESPITIA CUCHANGO, JUAN MANUEL SANCHEZ CESPEDES;
1394;GIIRA; Aplicación de la minería de datos para la detección de perfiles de personas desaparecidas en Colombia;;1646-9895;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Aplicación descentralizada para la clasificación de productos basado en IPFS y Blockchain;;1646-9895;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Prototipo informático como soporte a la evaluación ergonómica de trabajadores sobre el área de marketing y diseño;;1646-9895;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Model based on PDP System to simulate the forced displacement phenomenon in the Pacific Alliance;;1651-1913;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; PCHET: An Efficient Programmable Cellular Automata Based Hybrid Encryption Technique for Multi-Chat Client-Server Applications;Estados Unidos;2214-2126;2020; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Análisis bibliométrico de la producción científica relacionada con la aplicación de inteligencia artificial en el proceso de formulación de políticas públicas agrarias;Venezuela;0798-1015;2020; JUAN MANUEL SANCHEZ CESPEDES, JUAN PABLO RODRIGUEZ MIRANDA, DARIO AMAYA HURTADO;
1394;GIIRA; PyDSLRep: A Domain-Specific Language for Robotic Simulation in V-Rep;Estados Unidos;1932-6203;2020; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Computational method for monitoring pauses exercises in office workers through a vision model;Estados Unidos;1868-5137;2020; RUBEN ARISTIDES GONZALEZ CRESPO, CARLOS ENRIQUE MONTENEGRO MARIN, PAULO ALONSO GAONA GARCIA;
1394;GIIRA; Machine Learning Assisted Information Management Scheme in Service Concentrated IoT;;1941-0050;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Computational method for monitoring pauses exercises in office workers through a vision model;;1868-5137;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; An Artificial Neural Network Approach for Predicting Hypertension Using NHANES Data;Alemania;2045-2322;2020; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Wearable IoT based cloud assisted framework for swimming persons in health monitoring system;;1046-1310;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Evaluating and recognizing stressful periods and events of urban migrant children from microblog;;1046-1310;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Artificial Intelligence, an Alternative for Generating Agricultural Public Polices in Colombia - A Review;;2249-6890;2020; JUAN MANUEL SANCHEZ CESPEDES, OLGA LUCIA RAMOS SANDOVAL, JUAN PABLO RODRIGUEZ MIRANDA;
1394;GIIRA; Physical Education Teaching for Saving Energy in Basketball Sports Athletics using Hidden Markov and Motion Model;Estados Unidos;1467-8640;2020; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Analysis of stress¿s effects on cardiac dynamics: A case study on undergraduate students;;1386-5056;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Composite Monte Carlo Decision Making under High Uncertainty of Novel Coronavirus Epidemic Using Hybridized Deep Learning and Fuzzy Rule Induction;Estados Unidos;1568-4946;2020; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Espacios de solución a problemas en la edad contemporánea;;1646-9895;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Modelo ontológico de navegación Web para personas con discapacidad;;0718-0764;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Image Recognition Model over Augmented Reality Based on Convolutional Neural Networks Through Color-Space Segmentation;;2194-5357;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Viabilidad de las redes neuronales en la dirección de objetos;;1646-9895;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Prototipo de lenguaje de Dominio Especifico para la consulta de dispositivos en redes como estándar basado en Ingeniería Dirigida por Modelos.;;1646-9895;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; A Framework for Extractive Text Summarization based on Deep Learning Modified Neural Network Classifier;Estados Unidos;2375-4699;2020; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; A Route Selection Approach for Variable Data Transmission in Wireless Sensor Networks;Estados Unidos;1573-7543;2020; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Finding an Accurate Early Forecasting Model from Small Dataset: A Case of 2019-nCoV Novel Coronavirus Outbreak;España;1989-1660;2020; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Emotional Characterization of Children through a Learning Environment using Learning Analytics and AR-Sandbox;Estados Unidos;1868-5137;2020; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Fast Single Image Haze Removal Method for Inhomogeneous Environment Using Variable Scattering Coefficient;Estados Unidos;1526-1492;2020; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Comparative Study on Ant Colony Optimization (ACO) and K-Means Clustering Approaches for Jobs Scheduling and Energy Optimization Model in Internet of Things (IoT);España;1989-1660;2020; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Computational model for organizational learning in research and development centers (R&D);;1137-3601;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Computational Model for Organizational Learning in Research And Development Centers (R&D);;1988-3064;2020; PAULO ALONSO GAONA GARCIA, CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; UXJs: Tracking and analyzing web usage information with a Javascript oriented approach;Estados Unidos;2169-3536;2020; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Personalized tutoring model through the application of Learning Analytics phases;Estados Unidos;1548-0992;2020; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Prototipos de Lenguaje de Dominio Específico para consulta de configuraciones de dispositivos en redes como estándar basado en Ingeniería Dirigida por Modelos;Portugal;1646-9895;2020; KAREN ELIANA ANGARITA CASAS;
1394;GIIRA; ErgoSent: Prototipo informático como soporte a la evaluación ergonómica de trabajadores sobre el área de marketing y diseño;Portugal;1646-9895;2020; KAREN ELIANA ANGARITA CASAS;
1394;GIIRA; Herramienta tecnológica para el aprendizaje autónomo de la lengua de señas;Venezuela;0798-1015;2020; CESAR AUGUSTO HERNANDEZ SUAREZ, JUAN MANUEL SANCHEZ CESPEDES;
1394;GIIRA; Volatile Fatty Acids Production from Fermentation of Waste Activated Sludge;;2283-9216;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Test usability guidelines and follow conventions. Useful recommendations from Web Developers;Países Bajos;0920-5489;2020; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Wearable IoT based cloud assisted framework for swimming persons in health monitoring system;;1046-1310;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Condiciones de tránsito vehicular y uso de un modelo para la prediucción de ruido por tráfico rodado en un entorno local de la ciudad de Bogotá- Colombia.;;1646-9895;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Navigation of Resources from Tangible Object Recognition to Improve Virtual Tours in Botanical Gardens;;2194-5357;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; FabRigo: Modelo informático para el monitoreo y control de rutinas de pausas activas en trbajadores de oficinas por medio del jmodelo PoseNet;;1646-9895;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Testing of a virtualized distributed processing system for the execution of Bio-inspired optimization algorithms;Suiza;2073-8994;2020; NANCY YANETH GELVEZ GARCIA;
1394;GIIRA; Multi-Variate Data Fusion Technique for Reducing Sensor Errors in Intelligent Transportation Systems;;1558-1748;2020; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Evaluación del nivel de confianza de los recursos LOD en instancias CKAN;;1386-5056;2019; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Confidence level evaluation of LOD resources on CKAN instances;;1909-9746;2019; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Security Aspects in Web of Data Based on Trust Principles. A brief of Literature Review;;2076-0930;2019; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; ARTIFICIAL INTELLIGENCE, APPLIED IN AGRICULTURE;;0976-6340;2019; JUAN PABLO RODRIGUEZ MIRANDA, JUAN MANUEL SANCHEZ CESPEDES;
1394;GIIRA; Security Aspects in Web of Data Based on Trust Principles. A brief of Literature Review;Pakistán;2073-607X;2019; CARLOS ENRIQUE MONTENEGRO MARIN, JHON FRANCINED HERRERA CUBIDES, PAULO ALONSO GAONA GARCIA;
1394;GIIRA; Image Classification Methods Applied in Immersive Environments for Fine Motor Skills Training in Early Education;;1989-1660;2019; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Servicios de procesamiento de lenguaje natural en tecnología asistiva;Venezuela;0798-1015;2019; JUAN MANUEL SANCHEZ CESPEDES, OCTAVIO SALCEDO PARRA;
1394;GIIRA; A fuzzy logic model based on Web of Trust to access Linked Open Data resources;Estados Unidos;1936-6612;2019; KEVIN ALEXANDRE RIANO VARGAS, JORGE IVAN ALONSO ECHEVERRI, PAULO ALONSO GAONA GARCIA, JHON FRANCINED HERRERA CUBIDES;
1394;GIIRA; Segmentation Methods for Image Classification Using a Convolutional Neural Network on AR-Sandbox;;1868-4238;2019; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Análisis del Modelo Regulatorio de Servicios de Acceso a Internet en Colombia usando Teoría de Juegos;Venezuela;0798-1015;2019; OCTAVIO SALCEDO PARRA, JUAN MANUEL SANCHEZ CESPEDES;
1394;GIIRA; Evaluación de registros holter durante 19 horas en el contexto de la teoría de la probabilidad;;0718-8560;2019; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Natural language interface model for the evaluation of ergonomic routines in occupational health (ILENA);Suiza;1868-5137;2019; RUBEN ARISTIDES GONZALEZ CRESPO, CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; 2008¿2017 Bogota River Water Quality Assessment Based on the Water Quality Index;;2071-1050;2019; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Towards the Construction of a User Unique Authentication Mechanism on LMS Platforms through Model-Driven Engineering (MDE);;1058-9244;2019; JHON FRANCINED HERRERA CUBIDES, PAULO ALONSO GAONA GARCIA, GEINER ALEXIS SALCEDO SALGADO;
1394;GIIRA; 2008-2017 Bogotá River Water Quality Assessment based on the Water Quality Index;;2071-1050;2019; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Dealing with group decision making environments that have a high amount of alternatives using card-sorting techniques;;0957-4174;2019; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; LMS SaaS: Una Alternativa para la Formación Virtual;Chile;0718-3291;2019; JHON FRANCINED HERRERA CUBIDES, NANCY YANETH GELVEZ GARCIA, DANILO ALFONSO LOPEZ SARMIENTO;
1394;GIIRA; Confidence level evaluation of LODresources on CKANinstances;Colombia;1909-9746;2019; JHON FRANCINED HERRERA CUBIDES, CARLOS ENRIQUE MONTENEGRO MARIN, ALVARO VARON CAPERA, PAULO ALONSO GAONA GARCIA;
1394;GIIRA; Abstraction of linked data¿s world;;1909-9746;2019; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; A non-disturbing service to automatically customize notification sending using implicit-feedback;;1058-9244;2019; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Study of a High Order Family: Local Convergence and Dynamics;;2227-7390;2019; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Applying Fuzzy Logic Rules to Predict Computer Attacks on Honeynets;;1936-6612;2019; PAULO ALONSO GAONA GARCIA;
1394;GIIRA; Usage of machine learning for strategic decision making at higher educational institutions;;2169-3536;2019; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Decision making model at Higher Educational Institutions based on Machine Learning;;0948-695X;2019; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Novel Advances in the Development of Machine Learning Solutions for Scientific Programming;;1058-9244;2019; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Sistema IOT para el autodiagnostico de enfermedades del corazón usando evaluación matematica de la dinamica cardiaca basada en la teroria del probabilidad;;1646-9895;2019; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Prototipo de monitoreo basado en inferencia difusa para la prevención de incendios en habitaciones urbanas mediante tecnologías IoT;;1646-9895;2019; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Analysing compliance and application of usability guidelines on efficient and understandable controls;;0920-5489;2019; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; A Fuzzy Logic Model Based on Web of Trust to Access Linked Open Data Resources;;1936-6612;2019; PAULO ALONSO GAONA GARCIA, JHON FRANCINED HERRERA CUBIDES;
1394;GIIRA; Highly efficient family of iterative methods for solving nonlinear model;;0377-0427;2019; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Biometric Iris Recognition Using Radial Basis Function Neural Network;;1432-7643;2019; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Platform for controlling and getting data from network connected drones in indoor environments;;0167-739X;2019; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Analysing compliance and application of usability guidelines and follow conventions recommendations by Web Developers;;0920-5489;2019; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Agile development of quiz-based multiplatform educational games using a Domain-Specific Language;;1615-5289;2019; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Fuzzy Logic Expert System for Selecting Robotic Hands using Kinematic Parameters;;1868-5137;2019; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Identifying students at risk of failing a subject using Learning Analytics for subsequent customised tutoring;;2076-3417;2019; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Herramienta Pedagógica basada en el desarrollo de una aplicación informática para la mejora del aprendizaje en matemática avanzada;;0034-9461;2019; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Hyperparameter Optimization for Image Recognition over an AR-Sandbox Based on Convolutional Neural Networks Applying a Previous Phase of Segmentation by Color-Space;Suiza;2073-8994;2018; ANDRES OVIDIO RESTREPO RODRIGUEZ, DANIEL ESTEBAN CASAS MATEUS, PAULO ALONSO GAONA GARCIA, CARLOS ENRIQUE MONTENEGRO MARIN, RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Hyperparameter Optimization for Image Recognition over an AR-Sandbox Based on Convolutional Neural Networks Applying a Previous Phase of Segmentation by Color¿Space;;2073-8994;2018; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Optimized Test Suites for Automated Testing using Different Optimization Techniques;;1432-7643;2018; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Uso de lógica difusa como estrategia para evaluar la confianza y accesibilidad de los DataSet publicados en SPARQL Endpoints;Colombia;1794-4953;2018; PAULO ALONSO GAONA GARCIA, JHON FRANCINED HERRERA CUBIDES, CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Análisis del despacho económico de energía eléctrica en Colombia usando Teoría de Juegos;Brasil;0798-1015;2018; OCTAVIO SALCEDO PARRA, JUAN MANUEL SANCHEZ CESPEDES;
1394;GIIRA; Recommendations to design web pages for people with Down Syndrome;;1424-8220;2018; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Analysis and Economic Evaluation of the Invasion of the Public Space with Improvements of Particulars, Case Study Urbanization Fuente Del Dorado;;1314-7641;2018; JAVIER FELIPE MONCADA SANCHEZ, CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; A recommender system based on implicit feedback for selective dissemination of eBooks;;0020-0255;2018; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Security for the Internet of Things and the Bluetooth Protocol;Suiza;0302-9743;2018; OCTAVIO SALCEDO PARRA, JUAN MANUEL SANCHEZ CESPEDES;
1394;GIIRA; Design specific user interfaces for people with Down Syndrome using suitable WCAG 2.0 guidelines;;1868-5137;2018; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Penetración de Internet en Colombia: Aproximación formal mediante un modelo de teoría de juegos;Venezuela;0798-1015;2018; OCTAVIO SALCEDO PARRA, JUAN MANUEL SANCHEZ CESPEDES;
1394;GIIRA; Fuzzy Logic Models for Non-Programmed Decision-Making in Personnel Selection Processes Based on Gamification;Países Bajos;1064-1246;2018; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Análisis de la Subasta del Dividendo Digital (700 MHz) para la Implementación de IMT en Colombia;Brasil;0798-1015;2018; OCTAVIO SALCEDO PARRA, JUAN MANUEL SANCHEZ CESPEDES;
1394;GIIRA; A clustering WSN routing protocol based on k-d tree algorithm;;1424-8220;2018; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Issues of Visual Search Methods in Digital Repositories;España;1989-1660;2018; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Residue properties for the arithmetical estimation of the image quantization table;;1568-4946;2018; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Issues of Visual Search Methods in Digital Repositories;España;1989-1660;2018; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Issues of Visual Search Methods in Digital Repositories;España;1989-1660;2018; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Issues of Visual Search Methods in Digital Repositories;España;1989-1660;2018; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; Rapid Modeling of Human-defined AI Behavior Patterns in Games;;1868-5137;2018; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Decentralized Online Simultaneous Localization and Mapping for Multi-Agent Systems;;1424-8220;2018; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Pronóstico de Oportunidades de Espectro Radioeléctrico en una Red Móvil con base en el Modelo de Propagación Interino de la Universidad de Stanford;Brasil;0718-0764;2018; JUAN MANUEL SANCHEZ CESPEDES, LUIS FERNANDO PEDRAZA MARTINEZ, CESAR AUGUSTO HERNANDEZ SUAREZ;
1394;GIIRA; Towards the construction of a mechanism supported in fuzzy logic to evaluate the viability of business under the canvas model;Colombia;0120-8160;2018; PAULO ALONSO GAONA GARCIA, CARLOS ENRIQUE MONTENEGRO MARIN, LAURA DANIELA ACOSTA CONTRERAS, ANDRES RICARDO BARRETO LOPEZ;
1394;GIIRA; Hyperparameter optimization for image recognition over an AR-Sandbox based on convolutional neural networks applying a previous phase of segmentation by color-space;Suiza;2073-8994;2018; CARLOS ENRIQUE MONTENEGRO MARIN, PAULO ALONSO GAONA GARCIA;
1394;GIIRA; Linked Data: Qué sucede con la Heterogeneidad y la Interoperabilidad;Colombia;0122-1701;2018; JHON FRANCINED HERRERA CUBIDES, PAULO ALONSO GAONA GARCIA, SALVADOR SANCHEZ ALONSO;
1394;GIIRA; Pulse width Prediction Control Technique Applied to a Half-Bridge Boost;Colombia;1909-3667;2018; NANCY YANETH GELVEZ GARCIA;
1394;GIIRA; Analysis and Economic Evaluation of the Invasion of the Public Space with Improvements of Particulars, Case Study Urbanization Fuente Del Dorado;;1314-7641;2018; PAULO ALONSO GAONA GARCIA, CARLOS ENRIQUE MONTENEGRO MARIN, JAVIER FELIPE MONCADA SANCHEZ;
1394;GIIRA; Issues of Visual Search Methods in Digital Repositories;España;1989-1660;2018; CARLOS ENRIQUE MONTENEGRO MARIN, PAULO ALONSO GAONA GARCIA, ELVIS EDUARDO GAONA GARCIA;
1394;GIIRA; Evaluation of the Linked Open Data Quality Based on a Fuzzy Logic Model;Grecia;1868-4238;2018; JHON FRANCINED HERRERA CUBIDES, PAULO ALONSO GAONA GARCIA, ESTEBAN ARIAS CARACAS, DANIEL FERNANDO MENDOZA LOPEZ;
1394;GIIRA; ANALYSIS AND ECONOMIC EVALUATION OF THE INVASION OF THE PUBLIC SPACE WITH IMPROVEMENTS OF PARTICULARS, CASE STUDY URBANIZATION FUENTE DEL DORADO;;1313-6569;2018; CARLOS ENRIQUE MONTENEGRO MARIN;
1394;GIIRA; TICs en Colombia: revisión a partir de la Curva de Gartner;Portugal;1646-9895;2018; CARLOS ENRIQUE MONTENEGRO MARIN, YURI VANESSA NIETO ACEVEDO, JOSE FERNANDO LOPEZ QUINTERO;
1394;GIIRA; Sociedad de la tecnología la información y el conocimiento: tecnologías en la formación de ingenieros;Portugal;1646-9895;2018; CARLOS ENRIQUE MONTENEGRO MARIN, YURI VANESSA NIETO ACEVEDO, JOSE FERNANDO LOPEZ QUINTERO;
1394;GIIRA; Gestión de correspondencia física a través de aplicación móvil y códigos QR;Portugal;1646-9895;2018; YURI VANESSA NIETO ACEVEDO, CARLOS ENRIQUE MONTENEGRO MARIN, JOSE FERNANDO LOPEZ QUINTERO;
1394;GIIRA; : Fuzzy logic models for non-programmed decision-making in personnel selection processes based on gamification;;0868-4952;2018; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; A Personal Knowledge Management Meta-Model based on Semantic Analysis and Social Information;;1432-7643;2018; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Analysis and Economic Evaluation of the Invasion of the Public Space with Improvements of Particulars, Case Study Urbanization Fuente Del Dorado;;1314-7641;2018; JAVIER FELIPE MONCADA SANCHEZ;
1394;GIIRA; A fuzzy logic system to evaluate levels of trust on linked open data resources;Colombia;0120-6230;2018; PAULO ALONSO GAONA GARCIA, JHON FRANCINED HERRERA CUBIDES, ADRIANA CAROLINA GOMEZ ACOSTA;
1394;GIIRA; A fuzzy logic system to evaluate levels of trust on linked open data resources;Colombia;0120-6230;2018; KEVIN ALEXANDRE RIANO VARGAS, JORGE IVAN ALONSO ECHEVERRI, PAULO ALONSO GAONA GARCIA, JHON FRANCINED HERRERA CUBIDES;
1394;GIIRA; Natural language interface model for the evaluation of ergonomic routines in occupational health (ILENA);;1868-5137;2018; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Supporting academic decision making at higher educational institutions using machine learning-based algorithms;;1432-7643;2018; RUBEN ARISTIDES GONZALEZ CRESPO;
1394;GIIRA; Supporting Academic Decision Making at Higher Educational Institutions using Machine Learning-based Algorithms;Estados Unidos;1432-7643;2018; CARLOS ENRIQUE MONTENEGRO MARIN;
